ndivs,element,face,neighbor_element,neighbor_face,n_face_points,max_abs_projected_M,max_abs_projected_P,max_abs_projected_mismatch,weighted_l2_projected_mismatch,relative_projected_mismatch,max_abs_direct_M,max_abs_direct_P,max_abs_direct_mismatch,weighted_l2_direct_mismatch,relative_direct_mismatch,max_abs_projected_minus_direct_M,max_abs_projected_minus_direct_P,relative_projected_direct_difference,max_abs_decomposition_error,max_face_coordinate_mismatch,max_face_conormal_mismatch,max_face_jacobian_mismatch
8,4,1,92,2,5,0.048846424089447324,0.0488464173315803,1.2325266585122563e-08,6.6233429820230055e-09,2.5232689628523464e-07,0.04884645503095748,0.04884645503095747,6.938893903907228e-18,4.788546822728681e-18,1.4205521975974628e-16,1.037827088712362e-07,9.145744229305253e-08,2.1246722777622592e-06,0.0,1.1102230246251565e-16,4.028677162045008e-17,5.551115123125783e-17
8,5,0,6,2,5,0.06333352663439457,0.06333348129397606,4.5340418503014845e-08,2.382267381922171e-08,7.158991597728556e-07,0.06333346506639738,0.06333346506639737,1.3877787807814457e-17,1.0267240355646374e-17,2.1912250961265575e-16,6.156799718659567e-08,1.622757869745861e-08,9.721233043283572e-07,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.0
8,5,2,19,1,5,0.06436501800564033,0.06436480994528333,2.0806035699871828e-07,1.1484005270764508e-07,3.2325067784566746e-06,0.06436478890131427,0.06436478890131428,1.3877787807814457e-17,5.859846007999496e-18,2.1561148641522358e-16,2.2910432606604303e-07,2.5073333609348936e-07,3.895490809487811e-06,0.0,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17
8,6,0,7,1,5,0.13017932217352288,0.13017938771279708,2.352235448227491e-07,1.052585118733168e-07,1.8069185064973678e-06,0.13017926784337602,0.13017926784337605,2.7755575615628914e-17,1.265568686709164e-17,2.1321041418840034e-16,1.4027466214983075e-07,1.1986942102804043e-07,1.0775489469907937e-06,0.0,1.1102230246251565e-16,3.3306690738754696e-16,2.7755575615628914e-17
8,6,1,103,2,5,0.07552351952001547,0.07552349875237578,2.356452834945122e-08,1.4031159301851415e-08,3.120157601130609e-07,0.07552344787163652,0.07552344787163652,1.3877787807814457e-17,7.59031162386047e-18,1.837546907471948e-16,1.4522399875011027e-07,1.2165947040065905e-07,1.922897657220842e-06,0.0,1.1102230246251565e-16,1.6862949284434832e-16,2.7755575615628914e-17
8,7,0,8,2,5,0.042824170384371835,0.04282407176322698,1.4851449032377007e-07,8.030997226751042e-08,3.4680062448557937e-06,0.04282403958812528,0.04282403958812527,2.0816681711721685e-17,1.2265974468451574e-17,4.860980400712586e-16,1.3079624655576438e-07,1.0352309694205974e-07,3.0542622398003746e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,2.7755575615628914e-17
8,7,2,21,1,5,0.09963599437521856,0.09963596660198994,7.657856368470384e-08,3.199205122763771e-08,7.685833233752565e-07,0.09963573965229511,0.09963573965229514,2.7755575615628914e-17,1.8561451124017006e-17,2.7857047794786515e-16,2.961982936561247e-07,2.2694969480097082e-07,2.9728041107380677e-06,0.0,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16
8,8,0,9,1,5,0.12531980747941648,0.12531981379408466,5.4354344039553304e-08,2.156589399580142e-08,4.3372506225443286e-07,0.12531977713408746,0.12531977713408746,1.3877787807814457e-17,7.401486830834378e-18,1.1073900804152999e-16,3.03453290273481e-08,3.977630570750623e-08,3.173983786224214e-07,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0
8,8,1,112,2,5,0.09200793094762248,0.09200790738309415,2.3564528328634538e-08,1.4031159310496753e-08,2.5611409892533243e-07,0.09200782925189918,0.09200782925189918,2.7755575615628914e-17,1.3577962209087059e-17,3.01665367407372e-16,1.0169572330076537e-07,7.813119497213084e-08,1.1052930139104842e-06,0.0,1.1102230246251565e-16,1.1241966189623221e-16,2.7755575615628914e-17
8,9,0,10,2,5,0.02090430846871033,0.02090425426572784,8.269107779415585e-08,5.270277945107164e-08,3.955695445172379e-06,0.020904203140180325,0.02090420314018033,2.42861286636753e-17,1.2177076576231854e-17,1.1617820828096773e-15,1.0532853000552733e-07,9.242410794335632e-08,5.038603891785446e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,2.7755575615628914e-17
8,9,2,23,1,5,0.11285161500223374,0.11285168876953174,1.8596473233545296e-07,9.476286802761331e-08,1.6478684046566139e-06,0.11285153320552552,0.11285153320552549,2.7755575615628914e-17,1.8177017950434897e-17,2.459477051594894e-16,1.6956956742919527e-07,1.5556400624616717e-07,1.5025877705338913e-06,0.0,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17
8,10,0,11,1,5,0.10537850851229416,0.10537849210040742,3.117818285491847e-08,1.3421892434774074e-08,2.958685152701797e-07,0.1053784907312906,0.10537849073129062,4.163336342344337e-17,2.0310424639368075e-17,3.950840739369305e-16,2.967901228945191e-08,7.394514306424682e-09,2.816419847694975e-07,0.0,1.1102230246251565e-16,1.1102230246251565e-16,2.7755575615628914e-17
8,10,1,119,2,5,0.09131302776692121,0.09131301544165461,1.232526659900035e-08,6.623342984441004e-09,1.3497818329341683e-07,0.09131298664196541,0.09131298664196538,2.7755575615628914e-17,1.265568686709164e-17,3.039608782533576e-16,4.1124955801885577e-08,3.2113472492323325e-08,4.5037336738913156e-07,0.0,1.1102230246251565e-16,1.5633582962034095e-16,5.551115123125783e-17
8,11,0,12,2,5,0.006892649404799153,0.006892637490594709,1.592156533610639e-08,1.1376636521886923e-08,2.309934018263088e-06,0.006892607972095371,0.006892607972095358,3.729655473350135e-17,2.0632468941239766e-17,5.411094738667272e-15,4.1432703782630365e-08,3.675344137376874e-08,6.011143371630358e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17
8,11,2,25,1,5,0.10236099450521605,0.10236102945492655,8.948605348391148e-08,3.994303062750251e-08,8.742199444498123e-07,0.10236099160808422,0.10236099160808422,1.3877787807814457e-17,9.601069152740135e-18,1.355769184119395e-16,3.583847330013157e-08,5.364758018377991e-08,5.241016084876615e-07,0.0,2.7755575615628914e-17,1.3877787807814457e-16,2.7755575615628914e-17
8,12,0,13,1,5,0.08218101797808627,0.08218101103157138,2.0988379104136534e-08,8.213756506474943e-09,2.553920554955054e-07,0.08218101240955264,0.08218101240955264,1.3877787807814457e-17,7.401486830834378e-18,1.688685427560067e-16,1.751419713424962e-08,3.4741819698869136e-09,2.13117305737437e-07,0.0,2.7755575615628914e-17,1.1102230246251565e-16,0.0
8,12,1,124,2,5,0.07869427570441968,0.07869427162263837,4.081781315723454e-09,1.9936224365747763e-09,5.186884661159935e-08,0.07869426804713833,0.07869426804713832,1.3877787807814457e-17,9.577093645457362e-18,1.7635068159604177e-16,1.9466170397830496e-08,1.9752380314708162e-08,2.510014882009876e-07,0.0,2.7755575615628914e-17,5.897706789843556e-17,2.7755575615628914e-17
8,13,0,14,2,5,0.001141809933379867,0.0011418083491788313,1.584201058529855e-09,1.2529538278761474e-09,1.3874472556395334e-06,0.0011418007708694966,0.0011418007708694853,1.1492543028346347e-17,3.956267089026056e-18,1.0065278743501479e-14,9.16251037042827e-09,7.578309345942363e-09,8.024549535408542e-06,0.0,7.806255641895632e-18,1.1102230246251565e-16,5.551115123125783e-17
8,13,2,27,1,5,0.08218101103157144,0.0821810179780863,2.0988379159647685e-08,8.213756511363362e-09,2.5539205617097943e-07,0.08218101240955264,0.08218101240955264,1.3877787807814457e-17,6.7889811045435294e-18,1.688685427560067e-16,3.4741819837647014e-09,1.7514197175882984e-08,2.1311730624404254e-07,0.0,2.7755575615628914e-17,1.1102230246251565e-16,0.0
8,14,0,319,0,5,0.06302314235262094,0.06302314291203176,1.111409339560332e-09,5.799789916559034e-10,1.7634939931695355e-08,0.06302314288890155,0.06302314288890155,1.3877787807814457e-17,4.7765289832686404e-18,2.202014557141096e-16,4.820337275168729e-09,4.3585005535251575e-09,7.648519341374322e-08,0.0,7.806255641895632e-18,2.1298947178887054e-17,2.7755575615628914e-17
8,14,1,127,2,5,0.0630231423526209,0.06302314291203179,1.1114092979269685e-09,5.799790094272701e-10,1.763493927109098e-08,0.06302314288890155,0.06302314288890155,1.3877787807814457e-17,4.7765289832686404e-18,2.202014557141096e-16,4.820337275168729e-09,4.358500518830688e-09,7.648519341374318e-08,0.0,7.806255641895632e-18,4.2933310848780213e-17,2.7755575615628914e-17
8,15,0,16,1,5,0.06921645327987137,0.06921638642962018,6.685025119579358e-08,3.9558297007857224e-08,9.658144563618386e-07,0.06921631360903385,0.06921631360903385,2.7755575615628914e-17,1.3786401453366925e-17,4.009975996757845e-16,1.3967083752064458e-07,1.3737895027815528e-07,2.0178849233418005e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17
8,15,2,194,1,5,0.06677710937952716,0.06677710937952717,2.7755575615628914e-17,1.8794973595304414e-17,4.156450597147043e-16,0.0667770673769244,0.06677706737692439,1.3877787807814457e-17,8.637667558308538e-18,2.0782266057718624e-16,7.218140419401609e-08,7.21814041731994e-08,1.0809303497067183e-06,0.0,2.7755575615628914e-17,4.310792136225502e-17,2.7755575615628914e-17
8,16,0,17,2,5,0.0737974832370121,0.07379756964667905,2.1787459490024697e-07,9.869383339760985e-08,2.9523275081193884e-06,0.07379747827634148,0.07379747827634149,1.3877787807814457e-17,9.440328518885472e-18,1.8805233094615774e-16,1.0003476155068247e-07,1.178398333495645e-07,1.5967982944932574e-06,0.0,2.7755575615628914e-17,2.220446049250313e-16,2.7755575615628914e-17
8,16,2,28,1,5,0.015280292576373866,0.015280341888167391,7.158213807248112e-08,3.355454439679006e-08,4.684590082890229e-06,0.015280307252150759,0.015280307252150757,5.204170427930421e-18,2.6435685146197773e-18,3.405802214610518e-16,2.0566503462510904e-08,5.101563461517439e-08,3.3386448411000062e-06,0.0,1.1102230246251565e-16,1.6653345369377348e-16,2.7755575615628914e-17
8,17,0,18,1,5,0.09611948124987457,0.09611941504970006,9.466746916930724e-08,4.1726800283879184e-08,9.84893675437213e-07,0.0961192192204822,0.09611921922048221,2.7755575615628914e-17,1.6615708845705503e-17,2.887619753960135e-16,2.952038878761831e-07,2.005364186929981e-07,3.071218071899117e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17
8,18,0,19,2,5,0.07134804187094491,0.07134808555149413,2.1567684049816904e-07,9.180061169510179e-08,3.022881957253196e-06,0.07134793836242455,0.07134793836242456,2.0816681711721685e-17,9.3725661636913e-18,2.91762904289955e-16,1.6012287695071903e-07,1.4718906957145172e-07,2.244249102313381e-06,0.0,5.551115123125783e-17,1.6653345369377348e-16,5.551115123125783e-17
8,18,2,30,1,5,0.039101652021885994,0.03910149348856539,1.5853332060306036e-07,8.350454863582496e-08,4.054389326423498e-06,0.039101501721279214,0.03910150172127922,1.3877787807814457e-17,7.957175241837563e-18,3.5491700310482193e-16,1.503006067798962e-07,1.8647530744975854e-07,4.7689879533832615e-06,0.0,5.551115123125783e-17,2.220446049250313e-16,5.551115123125783e-17
8,19,0,20,1,5,0.12442200480664788,0.12442201448902421,2.971833552717351e-07,1.3078026852805776e-07,2.3885110403669837e-06,0.12442169996606568,0.12442169996606571,2.7755575615628914e-17,1.4361638991275507e-17,2.2307664678427363e-16,4.155650412812628e-07,3.145229584972098e-07,3.339963936349235e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17
8,20,0,21,2,5,0.053287012425738675,0.053286913936436045,9.848930263012257e-08,5.303775425864356e-08,1.8482796866755903e-06,0.0532867279101118,0.053286727910111784,1.3877787807814457e-17,1.0813824052113838e-17,2.6043610392487583e-16,2.845156268777016e-07,1.871439387207685e-07,5.339305281454941e-06,0.0,1.1102230246251565e-16,1.6653345369377348e-16,5.551115123125783e-17
8,20,2,32,1,5,0.08916648519414108,0.0891663765976194,1.0859652167793943e-07,5.87981112802058e-08,1.2179073947065826e-06,0.08916609162692035,0.08916609162692031,4.163336342344337e-17,1.9936655948501828e-17,4.669192364922917e-16,3.935672207300289e-07,4.1396156976597487e-07,4.642569109510838e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
8,21,0,22,1,5,0.13766998982527262,0.13766999053069492,1.410728756590096e-07,5.912816276003148e-08,1.0247176971190099e-06,0.13766977661356847,0.1376697766135685,5.551115123125783e-17,3.2185111999137245e-17,4.032195925404498e-16,2.1321170415311563e-07,2.1391712642926386e-07,1.5538399153268545e-06,0.0,1.1102230246251565e-16,3.3306690738754696e-16,5.551115123125783e-17
8,22,0,23,2,5,0.026736439594026024,0.02673636405171628,1.1241134089626931e-07,7.076515061803365e-08,4.204424470990013e-06,0.026736160845902867,0.026736160845902846,2.0816681711721685e-17,1.0583635851277581e-17,7.785965169682056e-16,2.787481231565636e-07,2.580283509408948e-07,1.0425775734883076e-05,0.0,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17
8,22,2,34,1,5,0.12534179335143533,0.12534185822447463,1.3873991841495403e-07,7.286571011629056e-08,1.1068921458503098e-06,0.1253415071605809,0.12534150716058098,8.326672684688674e-17,3.1835223210542715e-17,6.643188576008566e-16,3.3966961843212573e-07,3.5106389364991664e-07,2.8008511970613727e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
8,23,0,24,1,5,0.12661031163441194,0.12661025124045786,1.1215763431882131e-07,5.471337542842784e-08,8.858491292769041e-07,0.12661019921616828,0.12661019921616828,2.7755575615628914e-17,1.7643938282134096e-17,2.192206930204758e-16,1.124182436584853e-07,7.559169337700844e-08,8.87907487212366e-07,0.0,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17
8,24,0,25,2,5,0.007383629622075991,0.007383634956413398,1.2571772413892679e-08,9.076827356882602e-09,1.702653569428278e-06,0.007383516529836599,0.007383516529836599,2.862293735361732e-17,1.845973351836573e-17,3.876599617262692e-15,1.1309223939184182e-07,1.1842657681587765e-07,1.6039061724335756e-05,0.0,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17
8,24,2,36,1,5,0.12661025124045783,0.12661031163441203,1.1215763442984361e-07,5.47133754549572e-08,8.858491301537856e-07,0.12661019921616828,0.12661019921616828,4.163336342344337e-17,2.108269734190716e-17,3.288310395307137e-16,7.559169336313065e-08,1.1241824374175202e-07,8.879074878700269e-07,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17
8,25,0,26,1,5,0.10236102945492656,0.10236099450521605,8.94860534561559e-08,3.9943030614494615e-08,8.742199441786584e-07,0.1023609916080842,0.10236099160808422,2.7755575615628914e-17,1.6971550394525344e-17,2.71153836823879e-16,5.3647580197657696e-08,3.5838473258498205e-08,5.241016086232384e-07,0.0,2.7755575615628914e-17,1.3877787807814457e-16,2.7755575615628914e-17
8,26,0,27,2,5,0.006892649404799195,0.006892637490594722,1.5921565308350816e-08,1.1376636486913812e-08,2.309934014236237e-06,0.006892607972095371,0.006892607972095358,2.4936649967166602e-17,1.952194518244495e-17,3.617883110155443e-15,4.143270382426373e-08,3.675344136639617e-08,6.011143377670577e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17
8,26,2,38,1,5,0.10537849210040745,0.10537850851229423,3.117818289655183e-08,1.3421892428404287e-08,2.958685156652635e-07,0.1053784907312906,0.10537849073129062,2.7755575615628914e-17,1.265568686709164e-17,2.6338938262462034e-16,7.394514306424682e-09,2.9679012275574124e-08,2.816419846378026e-07,0.0,5.551115123125783e-17,1.1102230246251565e-16,2.7755575615628914e-17
8,27,0,318,0,5,0.07869427570441961,0.07869427162263831,4.081781301845666e-09,1.993622427777655e-09,5.186884643524873e-08,0.07869426804713832,0.07869426804713833,1.3877787807814457e-17,9.577093645457362e-18,1.7635068159604177e-16,1.9466170342319344e-08,1.97523802730748e-08,2.5100148767193584e-07,0.0,2.7755575615628914e-17,3.592326780187918e-17,2.7755575615628914e-17
8,28,0,29,1,5,0.057019454657785455,0.05701922386061904,2.3079716641311032e-07,1.257736265834805e-07,4.047691578221666e-06,0.05701921853840128,0.05701921853840128,1.3877787807814457e-17,6.042411021666685e-18,2.4338789908998927e-16,2.361193841768361e-07,2.3250636410621084e-07,4.1410319617042546e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,2.7755575615628914e-17
8,28,2,196,1,5,0.05983831209858221,0.0598383120985822,2.7755575615628914e-17,1.8415696707999025e-17,4.638428899849691e-16,0.05983817951618414,0.05983817951618412,2.0816681711721685e-17,8.280135199951487e-18,3.4788293828510436e-16,1.3258239806718253e-07,1.3258239808106032e-07,2.215677438605453e-06,0.0,1.1102230246251565e-16,4.028677162045008e-17,5.551115123125783e-17
8,29,0,30,2,5,0.05942072862479416,0.059420812742032356,3.60121802545077e-07,1.7113080130333726e-07,6.060533101566591e-06,0.059420535466291495,0.05942053546629149,1.3877787807814457e-17,8.092562854040992e-18,2.335520489492584e-16,3.3146567044589625e-07,2.7727574086755524e-07,5.57827561001077e-06,0.0,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17
8,29,2,39,1,5,0.014013910737036587,0.014013880729408611,8.182551055127552e-08,3.4812463428187536e-08,5.83887767566718e-06,0.014013846011986731,0.014013846011986734,3.469446951953614e-18,1.5765270824221562e-18,2.475727897242502e-16,6.472504985623184e-08,4.8443915752136024e-08,4.618628666241865e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.0
8,30,0,31,1,5,0.08545796732234276,0.08545770644306837,2.608792743913346e-07,1.1220449180393812e-07,3.052720332175844e-06,0.08545752378311137,0.0854575237831114,3.469446951953614e-17,1.8372784044537598e-17,4.059849616938311e-16,4.4353923138451545e-07,3.7599971504376217e-07,5.190144878025355e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17
8,31,0,32,2,5,0.04539900592320764,0.0453989434723948,2.753344559868788e-07,1.1417827271787384e-07,6.064768388378518e-06,0.045398559272016914,0.045398559272016914,1.0408340855860843e-17,7.35688984802553e-18,2.292658847056499e-16,4.951947047710653e-07,3.842003778870007e-07,1.0907611184453829e-05,0.0,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16
8,31,2,41,1,5,0.06156701055123809,0.06156715934807574,1.4879683764984497e-07,6.32751926922595e-08,2.4168215526821374e-06,0.06156685967371885,0.06156685967371887,2.0816681711721685e-17,1.3378085291651888e-17,3.381150479664262e-16,3.022596951618439e-07,2.996743568711713e-07,4.909430585435821e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17
8,32,0,33,1,5,0.11472797044251984,0.11472788565601284,1.1145257906852724e-07,5.190186641597262e-08,9.714508034844597e-07,0.11472747419158841,0.11472747419158846,5.551115123125783e-17,2.392111939118835e-17,4.838522910262743e-16,5.080303647347906e-07,4.1146442437967057e-07,4.4281299736695e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17
8,33,0,34,2,5,0.01962810051753365,0.019628045918504516,5.5066777646453624e-08,4.6450634882148186e-08,2.805507216414693e-06,0.019627655843042324,0.01962765584304232,8.673617379884035e-18,6.233772752761386e-18,4.419079613604845e-16,4.446744913330636e-07,3.900754621949387e-07,2.265499358615159e-05,0.0,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17
8,33,2,43,1,5,0.11472788565601287,0.11472797044251988,1.1145257905464945e-07,5.190186640370207e-08,9.714508033634967e-07,0.11472747419158841,0.11472747419158845,4.163336342344337e-17,1.5856460090130372e-17,3.628892182697057e-16,4.114644244629373e-07,5.08030364707035e-07,4.428129973427573e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17
8,34,0,35,1,5,0.12534185822447447,0.12534179335143528,1.387399183455651e-07,7.28657101015694e-08,1.1068921452967139e-06,0.1253415071605809,0.12534150716058098,8.326672684688674e-17,3.255106298268809e-17,6.643188576008566e-16,3.510638935666499e-07,3.396696184460035e-07,2.8008511963970595e-06,0.0,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16
8,35,0,36,2,5,0.026736439594025968,0.02673636405171631,1.1241134090255768e-07,7.076515061640951e-08,4.20442447122522e-06,0.02673616084590284,0.026736160845902857,2.2985086056692694e-17,1.4424881684460177e-17,8.597003208190607e-16,2.7874812312880803e-07,2.580283509395938e-07,1.0425775733844979e-05,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17
8,35,2,45,1,5,0.137669990530695,0.13766998982527262,1.410728755618651e-07,5.912816273877465e-08,1.0247176964133762e-06,0.13766977661356847,0.1376697766135685,4.163336342344337e-17,3.0534858973968156e-17,3.0241469440533733e-16,2.1391712654028616e-07,2.1321170412536006e-07,1.5538399161332914e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17
8,36,0,37,1,5,0.1128516887695317,0.1128516150022337,1.8596473225218624e-07,9.476286799890795e-08,1.6478684039187724e-06,0.11285153320552552,0.11285153320552552,5.551115123125783e-17,2.8548931108547747e-17,4.918954103189788e-16,1.5556400617677824e-07,1.695695673875619e-07,1.5025877701649708e-06,0.0,5.551115123125783e-17,1.942890293094024e-16,5.551115123125783e-17
8,37,0,38,2,5,0.02090430846871029,0.02090425426572785,8.269107788783092e-08,5.270277947304431e-08,3.955695449653524e-06,0.020904203140180336,0.020904203140180308,2.7755575615628914e-17,1.5975843654747615e-17,1.327750951782488e-15,1.0532852995348563e-07,9.242410794682576e-08,5.038603889295936e-06,0.0,1.1102230246251565e-16,1.1102230246251565e-16,2.7755575615628914e-17
8,37,2,47,1,5,0.1253198137940847,0.1253198074794165,5.435434394240879e-08,2.156589395823836e-08,4.3372506147925996e-07,0.12531977713408746,0.12531977713408746,5.551115123125783e-17,2.7155924418174118e-17,4.4295603216611997e-16,3.977630561036172e-08,3.0345329055103676e-08,3.1739837784724853e-07,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.0
8,38,0,315,0,5,0.09131302776692117,0.09131301544165457,1.232526659900035e-08,6.623342959085789e-09,1.3497818329341688e-07,0.09131298664196538,0.09131298664196541,2.7755575615628914e-17,1.265568686709164e-17,3.039608782533576e-16,4.112495578800779e-08,3.211347247844554e-08,4.503733672371514e-07,0.0,1.1102230246251565e-16,2.014338581022504e-17,5.551115123125783e-17
8,39,0,40,1,5,0.03468500986003528,0.03468470699276862,3.028672666618992e-07,1.4563343329256245e-07,8.731935435049956e-06,0.03468479881492794,0.034684798814927933,1.6479873021779667e-17,7.47534980974636e-18,4.751324379799176e-16,2.1104510734143433e-07,2.074454572885756e-07,6.0846200763115384e-06,0.0,1.1102230246251565e-16,3.3306690738754696e-16,2.7755575615628914e-17
8,39,2,198,1,5,0.03536788838508288,0.035367888385082896,1.3877787807814457e-17,8.128028055360444e-18,3.923838386028069e-16,0.035367665029889174,0.035367665029889174,2.7755575615628914e-17,1.3683628878289629e-17,7.847726331996389e-16,2.2335519370836332e-07,2.233551937222411e-07,6.315197313743094e-06,0.0,1.1102230246251565e-16,1.6862949284434832e-16,2.7755575615628914e-17
8,40,0,41,2,5,0.021368345663211056,0.021368178149416064,1.6751379499149732e-07,8.438775782732774e-08,7.83934318695988e-06,0.021367887252996584,0.02136788725299658,2.2551405187698492e-17,1.4471016756384362e-17,1.055387690916234e-15,4.584102144856994e-07,2.9089641949767153e-07,2.145277045358379e-05,0.0,1.1102230246251565e-16,1.3877787807814457e-16,1.1102230246251565e-16
