order,ndivs,n_elements,n_points_per_element,total_dofs,hmin,max_abs_projected_M,max_abs_direct_M,max_abs_projected_minus_direct_M,relative_projected_direct_M_difference,max_projected_mismatch,global_projected_l2,max_relative_projected_mismatch,max_direct_mismatch,global_direct_l2,max_relative_direct_mismatch,max_projected_direct_difference,max_relative_projected_direct_difference,max_decomposition_error,max_face_coordinate_mismatch,max_face_conormal_mismatch,max_face_jacobian_mismatch,projected_mismatch_rate,direct_mismatch_rate,projected_direct_difference_rate,direct_coefficient_formula,direct_coefficient_interpretation,classification,face_csv
4,1,8,22,176,1.5711711711711716,1.2741321525324005,1.256637061435917,0.034419346695548025,0.027013953479737462,0.030896237809314275,0.06255426669212807,0.04750156155083074,5.551115123125783e-17,8.142260853191116e-17,8.413378721797921e-17,0.034419346695548025,0.04972746810633935,0.0,5.551115123125783e-17,4.0272304637829206e-16,0.0,nan,nan,nan,geom.face_jacobian * full.surface.normal_velocity,unit co-normal,"Case A: Direct compatible, projected incompatible",faces_ndiv1.csv
4,2,32,22,704,0.785398279620715,0.7263213203375577,0.7255197456936872,0.0016990512994026104,0.002339255714830148,0.0013558734264230154,0.0031001555091425014,0.0036423099516507567,2.220446049250313e-16,3.606863266912638e-16,5.461857821205762e-16,0.0016990512994026104,0.007805009736455093,0.0,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,4.508585716333952,nan,4.338925716960214,geom.face_jacobian * full.surface.normal_velocity,unit co-normal,"Case A: Direct compatible, projected incompatible",faces_ndiv2.csv
4,4,128,22,2816,0.32175055440225403,0.3789019925204644,0.3788903300397933,3.707785598081048e-05,9.785605964795214e-05,2.74134146648064e-05,6.924952422346859e-05,0.00019508549038206398,1.6653345369377348e-16,4.3901287894398453e-16,3.495207829715113e-15,3.707785598081048e-05,0.00044092813297295707,0.0,1.1102230246251565e-16,3.3306690738754696e-16,1.1102230246251565e-16,4.371476658164946,nan,4.285907392453494,geom.face_jacobian * full.surface.normal_velocity,unit co-normal,"Case A: Direct compatible, projected incompatible",faces_ndiv4.csv
4,8,512,22,11264,0.14189705460416463,0.19163546393229794,0.19163535529594294,5.080303647486684e-07,2.651024785934968e-06,3.601218025485464e-07,1.642847617991092e-06,8.749552318554516e-06,1.1102230246251565e-16,5.276252707716417e-16,1.0065278743501479e-14,5.080303647486684e-07,2.265499358615159e-05,0.0,1.1102230246251565e-16,3.3306690738754696e-16,1.1102230246251565e-16,5.291900701946708,nan,5.240462121507893,geom.face_jacobian * full.surface.normal_velocity,unit co-normal,"Case A: Direct compatible, projected incompatible",faces_ndiv8.csv
