order,ndivs,element,face,reference_face_id,face_node,R_alpha,R_beta,term_alpha,term_beta,a_projected,a_direct,delta,abs_delta,relative_delta,delta_alpha_trace,delta_beta_trace
4,1,0,0,1,0,0.009990345524668324,0.24595476724177032,0.019980691049336648,0.49190953448354063,0.5118902255328773,0.48732748170397133,0.024562743828905997,0.024562743828905997,0.04798439705180188,nan,nan
4,1,0,0,1,1,-0.023668402049229098,0.3371614942607405,-0.047336804098458196,0.674322988521481,0.6269861844230228,0.659796177811846,-0.03280999338882318,0.03280999338882318,0.04972746810633935,nan,nan
4,1,0,0,1,2,-0.16203925853060394,0.48057229666370394,-0.3240785170612079,0.9611445933274079,0.6370660762661999,0.6283185307179585,0.00874754554824142,0.00874754554824142,0.013730986273056913,nan,nan
4,1,0,0,1,3,-0.250718683068076,0.34888126664371893,-0.501437366136152,0.6977625332874379,0.1963251671512859,0.1979345204580106,-0.001609353306724709,0.001609353306724709,0.008130735876696726,nan,nan
4,1,0,0,1,4,-0.22781665194401854,0.23050664833711335,-0.4556333038880371,0.4610132966742267,0.0053799927861896135,0.023985742745735,-0.018605749959545385,0.018605749959545385,0.7757003882172357,nan,nan
4,1,0,1,2,0,-0.23780699746868703,0.24249223047852403,0.47561399493737405,-0.0,0.47561399493737405,0.4633417389582363,0.012272255979137725,0.012272255979137725,0.025802974911942323,0.012272255979137725,nan
4,1,0,1,2,1,-0.22705028101884706,0.172093141491617,0.4541005620376941,-0.0,0.4541005620376941,0.46186165735383544,-0.007761095316141331,0.007761095316141331,0.016803939432009404,-0.007761095316141331,nan
4,1,0,1,2,2,9.349938118547628e-18,-0.012808119645360097,-1.8699876237095257e-17,0.0,-1.8699876237095257e-17,0.0,-1.8699876237095257e-17,1.8699876237095257e-17,1.0,-1.8699876237095257e-17,nan
4,1,0,1,2,3,0.227050281018847,-0.05495713952723015,-0.454100562037694,0.0,-0.454100562037694,-0.46186165735383544,0.007761095316141442,0.007761095316141442,0.016803939432009644,0.007761095316141442,nan
4,1,0,1,2,4,0.23780699746868705,0.004685233009836942,-0.4756139949373741,-0.0,-0.4756139949373741,-0.4633417389582363,-0.01227225597913778,0.01227225597913778,0.025802974911942434,-0.01227225597913778,nan
4,1,0,2,3,0,0.22781665194401846,0.002689996393094779,0.0,-0.005379992786189558,-0.005379992786189558,-0.02398574274573497,0.018605749959545413,0.018605749959545413,0.7757003882172379,nan,0.018605749959545413
4,1,0,2,3,1,0.25071868306807593,0.09816258357564302,0.0,-0.19632516715128603,-0.19632516715128603,-0.19793452045801055,0.0016093533067245147,0.0016093533067245147,0.008130735876695747,nan,0.0016093533067245147
4,1,0,2,3,2,0.16203925853060425,0.31853303813309986,0.0,-0.6370660762661997,-0.6370660762661997,-0.6283185307179585,-0.008747545548241198,0.008747545548241198,0.01373098627305657,nan,-0.008747545548241198
4,1,0,2,3,3,0.023668402049229056,0.3134930922115115,0.0,-0.626986184423023,-0.626986184423023,-0.659796177811846,0.032809993388822956,0.032809993388822956,0.04972746810633902,nan,0.032809993388822956
4,1,0,2,3,4,-0.009990345524668352,0.25594511276643883,-0.0,-0.5118902255328777,-0.5118902255328777,-0.48732748170397133,-0.02456274382890633,0.02456274382890633,0.0479843970518025,nan,-0.02456274382890633
4,1,1,0,1,0,0.24049699386178158,0.01813811529775168,0.48099398772356317,0.03627623059550336,0.5172702183190665,0.5113132244497064,0.0059569938693601054,0.0059569938693601054,0.011516212722855171,nan,nan
4,1,1,0,1,1,0.3252128645944897,0.08644281119266455,0.6504257291889795,0.1728856223853291,0.8233113515743086,0.8577306982698566,-0.034419346695548025,0.034419346695548025,0.040128383844691445,nan,nan
4,1,1,0,1,2,0.31853303813309997,0.3185330381331,0.6370660762661999,0.6370660762662,1.2741321525323999,1.256637061435917,0.01749509109648284,0.01749509109648284,0.013730986273056913,nan,nan
4,1,1,0,1,3,0.08644281119266474,0.32521286459448995,0.17288562238532948,0.6504257291889799,0.8233113515743093,0.8577306982698566,-0.03441934669554725,0.03441934669554725,0.040128383844690536,nan,nan
4,1,1,0,1,4,0.018138115297751525,0.2404969938617816,0.03627623059550305,0.4809939877235632,0.5172702183190663,0.5113132244497064,0.005956993869359883,0.005956993869359883,0.011516212722854746,nan,nan
4,1,1,1,2,0,0.01813811529775154,0.2325018849538554,-0.03627623059550308,-0.0,-0.03627623059550308,-0.02398574274573497,-0.012290487849768106,0.012290487849768106,0.33880278209753345,-0.012290487849768106,nan
