order,ndivs,element,face,reference_face_id,neighbor_element,neighbor_face,neighbor_reference_face_id,max_abs_projected_mismatch,max_abs_direct_mismatch,max_abs_delta_M,max_abs_delta_P,max_abs_delta_M_plus_delta_P,max_abs_projected_minus_delta_sum,max_abs_decomposition_error
4,1,0,0,1,1,1,2,0.030896237809313554,5.551115123125783e-17,0.03280999338882318,0.025048898072681458,0.030896237809313554,5.551115123125783e-17,0.0
4,1,0,1,2,3,0,1,3.3306690738754696e-16,0.0,0.01227225597913778,0.012272255979137559,3.3306690738754696e-16,0.0,0.0
4,1,0,2,3,4,2,3,0.030896237809314275,5.551115123125783e-17,0.032809993388822956,0.02504889807268157,0.030896237809314275,5.551115123125783e-17,0.0
4,1,1,0,1,2,1,2,6.661338147750939e-16,0.0,0.034419346695548025,0.03441934669554758,6.661338147750939e-16,0.0,0.0
4,1,1,2,3,5,2,3,0.030896237809314275,5.551115123125783e-17,0.02504889807268157,0.032809993388822956,0.030896237809314275,5.551115123125783e-17,0.0
4,1,2,0,1,3,1,2,0.030896237809314275,5.551115123125783e-17,0.025048898072681153,0.03280999338882307,0.030896237809314275,5.551115123125783e-17,0.0
4,1,2,2,3,6,2,3,0.030896237809313595,5.551115123125783e-17,0.02504889807268118,0.03280999338882307,0.030896237809313623,5.551115123125783e-17,0.0
4,1,3,2,3,7,2,3,0.030896237809313595,5.551115123125783e-17,0.03280999338882307,0.02504889807268118,0.030896237809313623,5.551115123125783e-17,0.0
4,1,4,0,1,7,1,2,6.661338147750939e-16,0.0,0.034419346695548025,0.03441934669554758,6.661338147750939e-16,0.0,0.0
4,1,4,1,2,5,0,1,0.030896237809313554,5.551115123125783e-17,0.025048898072681458,0.03280999338882318,0.030896237809313554,5.551115123125783e-17,0.0
4,1,5,1,2,6,0,1,3.3306690738754696e-16,0.0,0.01227225597913778,0.012272255979137559,3.3306690738754696e-16,0.0,0.0
4,1,6,1,2,7,0,1,0.030896237809314275,5.551115123125783e-17,0.03280999338882307,0.025048898072681153,0.030896237809314275,5.551115123125783e-17,0.0
