order,ndivs,element,face,reference_face_id,neighbor_element,neighbor_face,neighbor_reference_face_id,max_abs_projected_mismatch,max_abs_direct_mismatch,max_abs_delta_M,max_abs_delta_P,max_abs_delta_M_plus_delta_P,max_abs_projected_minus_delta_sum,max_abs_decomposition_error
4,4,97,0,1,98,2,3,7.517246560576063e-06,2.0816681711721685e-17,4.258006123303293e-06,7.31698555851007e-06,7.517246560562185e-06,2.0816681711721685e-17,0.0
4,4,97,2,3,103,1,2,1.1071006163529407e-05,4.163336342344337e-17,4.781007257884107e-06,6.289998905686933e-06,1.107100616357104e-05,4.163336342344337e-17,0.0
4,4,98,0,1,99,1,2,2.2177600862677282e-05,5.551115123125783e-17,2.0828985827059388e-05,1.9951111229809908e-05,2.217760086262177e-05,5.551115123125783e-17,0.0
4,4,99,0,1,100,2,3,2.2177600862899327e-05,2.7755575615628914e-17,1.995111122977348e-05,2.0828985827198165e-05,2.2177600862899327e-05,2.7755575615628914e-17,0.0
4,4,99,2,3,105,1,2,1.6404831480271165e-05,4.163336342344337e-17,3.707785598081048e-05,2.0673024500567072e-05,1.6404831480285043e-05,4.163336342344337e-17,0.0
4,4,100,0,1,101,1,2,7.5172465606732075e-06,5.551115123125783e-17,7.31698555851007e-06,4.258006123372682e-06,7.517246560728719e-06,5.551115123125783e-17,0.0
4,4,101,0,1,102,2,3,4.369135048601369e-06,5.551115123125783e-17,5.353145564199191e-06,9.722280612842193e-06,4.3691350486430025e-06,5.551115123125783e-17,0.0
4,4,101,2,3,107,1,2,1.1071006163515529e-05,2.7755575615628914e-17,4.781007257884107e-06,6.289998905631422e-06,1.1071006163515529e-05,2.7755575615628914e-17,0.0
4,4,103,0,1,104,1,2,2.7413414664778646e-05,5.551115123125783e-17,1.9179663044988082e-05,1.3755209298471627e-05,2.741341466475089e-05,5.551115123125783e-17,0.0
4,4,103,2,3,114,1,2,3.185771608835153e-06,2.7755575615628914e-17,9.182896647141892e-06,5.9971250383206165e-06,3.185771608821275e-06,2.7755575615628914e-17,0.0
4,4,104,0,1,105,2,3,6.200855318827525e-06,2.7755575615628914e-17,2.9423283582644122e-05,2.5963722813215906e-05,6.2008553187997695e-06,2.7755575615628914e-17,0.0
4,4,104,2,3,108,1,2,1.0535766857083795e-05,5.551115123125783e-17,1.6108724821703446e-05,1.1447012390785813e-05,1.053576685705604e-05,5.551115123125783e-17,0.0
4,4,105,0,1,106,1,2,6.20085531904957e-06,5.551115123125783e-17,2.5963722813077128e-05,2.9423283582644122e-05,6.200855319077325e-06,5.551115123125783e-17,0.0
4,4,106,0,1,107,2,3,2.7413414664723135e-05,5.551115123125783e-17,1.375520929863816e-05,1.917966304507135e-05,2.741341466469538e-05,5.551115123125783e-17,0.0
4,4,106,2,3,110,1,2,1.0535766857082927e-05,2.7755575615628914e-17,1.610872482181447e-05,1.1447012390735506e-05,1.053576685708206e-05,2.7755575615628914e-17,0.0
4,4,108,0,1,109,1,2,5.800489793011954e-06,5.551115123125783e-17,4.325820581685402e-06,1.9747811552395245e-06,5.800489792984198e-06,5.551115123125783e-17,0.0
4,4,108,2,3,116,1,2,3.185771608904542e-06,2.7755575615628914e-17,5.099188071733263e-06,5.161605681397452e-06,3.185771608904542e-06,2.7755575615628914e-17,0.0
4,4,109,0,1,110,2,3,5.800489793122976e-06,2.7755575615628914e-17,1.97478115526728e-06,4.325820581768669e-06,5.80048979309522e-06,2.7755575615628914e-17,0.0
4,4,109,2,3,111,1,2,7.208578000385268e-07,2.7755575615628914e-17,2.776930834464536e-06,2.1989227083196033e-06,7.208578000402616e-07,2.7755575615628914e-17,0.0
4,4,111,2,3,118,1,2,3.5235781672970923e-07,2.7755575615628914e-17,1.4179014453941097e-06,1.308059251248217e-06,3.523578167574648e-07,2.7755575615628914e-17,0.0
4,4,112,0,1,113,1,2,4.9471431747549754e-06,5.551115123125783e-17,7.523357904506978e-06,2.57621472976588e-06,4.947143174741098e-06,5.551115123125783e-17,0.0
4,4,113,0,1,114,2,3,1.746247252465416e-06,5.551115123125783e-17,2.783336911948986e-06,3.3367849026633145e-06,1.7462472524931716e-06,5.551115123125783e-17,0.0
4,4,113,2,3,119,1,2,5.270516370503575e-06,5.551115123125783e-17,3.3063380465575554e-06,1.9641783238905086e-06,5.270516370448064e-06,5.551115123125783e-17,0.0
4,4,114,0,1,115,1,2,1.1641834005815532e-05,8.326672684688674e-17,1.0514923656487762e-05,3.842386408089982e-06,1.1641834005732266e-05,8.326672684688674e-17,0.0
4,4,115,0,1,116,2,3,5.235813801518496e-06,1.1102230246251565e-16,9.235609419788737e-06,7.559227720943529e-06,5.235813801518496e-06,1.1102230246251565e-16,0.0
4,4,115,2,3,121,1,2,1.9220265422920102e-05,2.7755575615628914e-17,1.3929567110299024e-05,1.1446905066603286e-05,1.9220265422920102e-05,2.7755575615628914e-17,0.0
4,4,116,0,1,117,1,2,3.6257868834821405e-06,8.326672684688674e-17,3.0307584681921185e-06,1.6836089877791949e-06,3.6257868834821405e-06,8.326672684688674e-17,0.0
4,4,117,0,1,118,2,3,2.2533270132574224e-06,1.1102230246251565e-16,2.276760609043471e-06,2.260477037385744e-06,2.2533270133129335e-06,1.1102230246251565e-16,0.0
4,4,117,2,3,123,1,2,3.625786883509896e-06,5.551115123125783e-17,1.6836089878069505e-06,3.0307584683308963e-06,3.625786883509896e-06,5.551115123125783e-17,0.0
4,4,119,0,1,120,1,2,1.6877647807861385e-05,5.551115123125783e-17,7.732650654401763e-06,9.14499715340411e-06,1.6877647807805873e-05,5.551115123125783e-17,0.0
4,4,120,0,1,121,2,3,7.976065325210335e-06,5.551115123125783e-17,9.828859369009901e-06,1.5896563417716614e-05,7.976065325154824e-06,5.551115123125783e-17,0.0
4,4,120,2,3,124,1,2,1.687764780769485e-05,5.551115123125783e-17,9.144997153570644e-06,7.732650654096451e-06,1.6877647807667095e-05,5.551115123125783e-17,0.0
4,4,121,0,1,122,1,2,1.9220265422698057e-05,5.551115123125783e-17,1.1446905066603286e-05,1.3929567110271268e-05,1.9220265422698057e-05,5.551115123125783e-17,0.0
4,4,122,0,1,123,2,3,5.235813801796052e-06,5.551115123125783e-17,9.235609419566693e-06,7.559227720776995e-06,5.235813801796052e-06,5.551115123125783e-17,0.0
4,4,122,2,3,126,1,2,1.1641834005648999e-05,1.1102230246251565e-16,3.8423864080344705e-06,1.0514923656557151e-05,1.1641834005760021e-05,1.1102230246251565e-16,0.0
4,4,124,0,1,125,1,2,5.270516370642353e-06,2.7755575615628914e-17,1.9641783240431643e-06,3.3063380465991887e-06,5.270516370642353e-06,2.7755575615628914e-17,0.0
4,4,125,0,1,126,2,3,1.7462472522988826e-06,5.551115123125783e-17,2.783336912004497e-06,3.3367849024135143e-06,1.7462472522988826e-06,5.551115123125783e-17,0.0
4,4,125,2,3,127,1,2,4.9471431747549754e-06,5.551115123125783e-17,2.576214729696491e-06,7.5233579044514665e-06,4.9471431747549754e-06,5.551115123125783e-17,0.0
