order,ndivs,element,face,reference_face_id,neighbor_element,neighbor_face,neighbor_reference_face_id,max_abs_projected_mismatch,max_abs_direct_mismatch,max_abs_delta_M,max_abs_delta_P,max_abs_delta_M_plus_delta_P,max_abs_projected_minus_delta_sum,max_abs_decomposition_error
4,4,30,0,1,91,0,1,3.185771608682497e-06,2.7755575615628914e-17,5.161605681258674e-06,5.099188071538974e-06,3.185771608682497e-06,2.7755575615628914e-17,0.0
4,4,31,0,1,86,0,1,3.523578166741981e-07,2.7755575615628914e-17,1.3080592511649503e-06,1.4179014453385985e-06,3.5235781670195365e-07,2.7755575615628914e-17,0.0
4,4,32,0,1,33,1,2,4.9471431747549754e-06,5.551115123125783e-17,7.523357904506978e-06,2.57621472976588e-06,4.947143174741098e-06,5.551115123125783e-17,0.0
4,4,32,1,2,48,2,3,3.5235781664947827e-07,1.3877787807814457e-17,3.562688730383845e-06,3.6725309246199433e-06,3.5235781664774354e-07,1.3877787807814457e-17,0.0
4,4,33,0,1,34,2,3,1.746247252465416e-06,5.551115123125783e-17,2.783336911948986e-06,3.3367849026633145e-06,1.7462472524931716e-06,5.551115123125783e-17,0.0
4,4,33,2,3,39,1,2,5.270516370503575e-06,5.551115123125783e-17,3.3063380465575554e-06,1.9641783238905086e-06,5.270516370448064e-06,5.551115123125783e-17,0.0
4,4,34,0,1,35,1,2,1.1641834005815532e-05,8.326672684688674e-17,1.0514923656487762e-05,3.842386408089982e-06,1.1641834005732266e-05,8.326672684688674e-17,0.0
4,4,34,1,2,55,2,3,3.185771608835153e-06,2.7755575615628914e-17,5.9971250383206165e-06,9.182896647141892e-06,3.185771608821275e-06,2.7755575615628914e-17,0.0
4,4,35,0,1,36,2,3,5.235813801518496e-06,1.1102230246251565e-16,9.235609419788737e-06,7.559227720943529e-06,5.235813801518496e-06,1.1102230246251565e-16,0.0
4,4,35,2,3,41,1,2,1.9220265422920102e-05,2.7755575615628914e-17,1.3929567110299024e-05,1.1446905066603286e-05,1.9220265422920102e-05,2.7755575615628914e-17,0.0
4,4,36,0,1,37,1,2,3.6257868834821405e-06,8.326672684688674e-17,3.0307584681921185e-06,1.6836089877791949e-06,3.6257868834821405e-06,8.326672684688674e-17,0.0
4,4,36,1,2,60,2,3,3.185771608904542e-06,2.7755575615628914e-17,5.161605681397452e-06,5.099188071733263e-06,3.185771608904542e-06,2.7755575615628914e-17,0.0
4,4,37,0,1,38,2,3,2.2533270132574224e-06,1.1102230246251565e-16,2.276760609043471e-06,2.260477037385744e-06,2.2533270133129335e-06,1.1102230246251565e-16,0.0
4,4,37,2,3,43,1,2,3.625786883509896e-06,5.551115123125783e-17,1.6836089878069505e-06,3.0307584683308963e-06,3.625786883509896e-06,5.551115123125783e-17,0.0
4,4,38,0,1,111,0,1,3.523578166464425e-07,2.7755575615628914e-17,1.308059251109439e-06,1.4179014453385985e-06,3.523578166186869e-07,2.7755575615628914e-17,0.0
4,4,38,1,2,63,2,3,3.5235781672970923e-07,2.7755575615628914e-17,1.308059251248217e-06,1.4179014453941097e-06,3.523578167574648e-07,2.7755575615628914e-17,0.0
4,4,39,0,1,40,1,2,1.6877647807861385e-05,5.551115123125783e-17,7.732650654401763e-06,9.14499715340411e-06,1.6877647807805873e-05,5.551115123125783e-17,0.0
4,4,40,0,1,41,2,3,7.976065325210335e-06,5.551115123125783e-17,9.828859369009901e-06,1.5896563417716614e-05,7.976065325154824e-06,5.551115123125783e-17,0.0
4,4,40,2,3,44,1,2,1.687764780769485e-05,5.551115123125783e-17,9.144997153570644e-06,7.732650654096451e-06,1.6877647807667095e-05,5.551115123125783e-17,0.0
4,4,41,0,1,42,1,2,1.9220265422698057e-05,5.551115123125783e-17,1.1446905066603286e-05,1.3929567110271268e-05,1.9220265422698057e-05,5.551115123125783e-17,0.0
4,4,42,0,1,43,2,3,5.235813801796052e-06,5.551115123125783e-17,9.235609419566693e-06,7.559227720776995e-06,5.235813801796052e-06,5.551115123125783e-17,0.0
4,4,42,2,3,46,1,2,1.1641834005648999e-05,1.1102230246251565e-16,3.8423864080344705e-06,1.0514923656557151e-05,1.1641834005760021e-05,1.1102230246251565e-16,0.0
4,4,43,0,1,110,0,1,3.185771608765764e-06,2.7755575615628914e-17,5.161605681258674e-06,5.0991880714834625e-06,3.185771608765764e-06,2.7755575615628914e-17,0.0
4,4,44,0,1,45,1,2,5.270516370642353e-06,2.7755575615628914e-17,1.9641783240431643e-06,3.3063380465991887e-06,5.270516370642353e-06,2.7755575615628914e-17,0.0
4,4,45,0,1,46,2,3,1.7462472522988826e-06,5.551115123125783e-17,2.783336912004497e-06,3.3367849024135143e-06,1.7462472522988826e-06,5.551115123125783e-17,0.0
4,4,45,2,3,47,1,2,4.9471431747549754e-06,5.551115123125783e-17,2.576214729696491e-06,7.5233579044514665e-06,4.9471431747549754e-06,5.551115123125783e-17,0.0
4,4,46,0,1,107,0,1,3.185771608821275e-06,2.7755575615628914e-17,5.997125038376128e-06,9.18289664721128e-06,3.185771608835153e-06,2.7755575615628914e-17,0.0
4,4,47,0,1,102,0,1,3.523578166186869e-07,1.3877787807814457e-17,3.562688730515684e-06,3.6725309246615767e-06,3.5235781662042165e-07,1.3877787807814457e-17,0.0
4,4,48,0,1,49,1,2,4.36913504865688e-06,8.326672684688674e-17,9.722280612814438e-06,5.353145564199191e-06,4.369135048615247e-06,8.326672684688674e-17,0.0
4,4,49,0,1,50,2,3,7.517246560576063e-06,2.0816681711721685e-17,4.258006123303293e-06,7.31698555851007e-06,7.517246560562185e-06,2.0816681711721685e-17,0.0
4,4,49,2,3,55,1,2,1.1071006163529407e-05,4.163336342344337e-17,4.781007257884107e-06,6.289998905686933e-06,1.107100616357104e-05,4.163336342344337e-17,0.0
4,4,50,0,1,51,1,2,2.2177600862677282e-05,5.551115123125783e-17,2.0828985827059388e-05,1.9951111229809908e-05,2.217760086262177e-05,5.551115123125783e-17,0.0
4,4,51,0,1,52,2,3,2.2177600862899327e-05,2.7755575615628914e-17,1.995111122977348e-05,2.0828985827198165e-05,2.2177600862899327e-05,2.7755575615628914e-17,0.0
4,4,51,2,3,57,1,2,1.6404831480271165e-05,4.163336342344337e-17,3.707785598081048e-05,2.0673024500567072e-05,1.6404831480285043e-05,4.163336342344337e-17,0.0
4,4,52,0,1,53,1,2,7.5172465606732075e-06,5.551115123125783e-17,7.31698555851007e-06,4.258006123372682e-06,7.517246560728719e-06,5.551115123125783e-17,0.0
4,4,53,0,1,54,2,3,4.369135048601369e-06,5.551115123125783e-17,5.353145564199191e-06,9.722280612842193e-06,4.3691350486430025e-06,5.551115123125783e-17,0.0
4,4,53,2,3,59,1,2,1.1071006163515529e-05,2.7755575615628914e-17,4.781007257884107e-06,6.289998905631422e-06,1.1071006163515529e-05,2.7755575615628914e-17,0.0
4,4,54,0,1,127,0,1,3.523578166186869e-07,1.3877787807814457e-17,3.6725309246615767e-06,3.562688730515684e-06,3.5235781662042165e-07,1.3877787807814457e-17,0.0
4,4,55,0,1,56,1,2,2.7413414664778646e-05,5.551115123125783e-17,1.9179663044988082e-05,1.3755209298471627e-05,2.741341466475089e-05,5.551115123125783e-17,0.0
4,4,56,0,1,57,2,3,6.200855318827525e-06,2.7755575615628914e-17,2.9423283582644122e-05,2.5963722813215906e-05,6.2008553187997695e-06,2.7755575615628914e-17,0.0
4,4,56,2,3,60,1,2,1.0535766857083795e-05,5.551115123125783e-17,1.6108724821703446e-05,1.1447012390785813e-05,1.053576685705604e-05,5.551115123125783e-17,0.0
4,4,57,0,1,58,1,2,6.20085531904957e-06,5.551115123125783e-17,2.5963722813077128e-05,2.9423283582644122e-05,6.200855319077325e-06,5.551115123125783e-17,0.0
4,4,58,0,1,59,2,3,2.7413414664723135e-05,5.551115123125783e-17,1.375520929863816e-05,1.917966304507135e-05,2.741341466469538e-05,5.551115123125783e-17,0.0
4,4,58,2,3,62,1,2,1.0535766857082927e-05,2.7755575615628914e-17,1.610872482181447e-05,1.1447012390735506e-05,1.053576685708206e-05,2.7755575615628914e-17,0.0
4,4,59,0,1,126,0,1,3.185771608821275e-06,2.7755575615628914e-17,9.18289664721128e-06,5.997125038376128e-06,3.185771608835153e-06,2.7755575615628914e-17,0.0
4,4,60,0,1,61,1,2,5.800489793011954e-06,5.551115123125783e-17,4.325820581685402e-06,1.9747811552395245e-06,5.800489792984198e-06,5.551115123125783e-17,0.0
4,4,61,0,1,62,2,3,5.800489793122976e-06,2.7755575615628914e-17,1.97478115526728e-06,4.325820581768669e-06,5.80048979309522e-06,2.7755575615628914e-17,0.0
4,4,61,2,3,63,1,2,7.208578000385268e-07,2.7755575615628914e-17,2.776930834464536e-06,2.1989227083196033e-06,7.208578000402616e-07,2.7755575615628914e-17,0.0
4,4,62,0,1,123,0,1,3.185771608765764e-06,2.7755575615628914e-17,5.0991880714834625e-06,5.161605681258674e-06,3.185771608765764e-06,2.7755575615628914e-17,0.0
4,4,63,0,1,118,0,1,3.523578166464425e-07,2.7755575615628914e-17,1.4179014453385985e-06,1.308059251109439e-06,3.523578166186869e-07,2.7755575615628914e-17,0.0
4,4,64,0,1,65,1,2,4.9471431746855865e-06,8.326672684688674e-17,7.5233579043820775e-06,2.5762147296548576e-06,4.94714317472722e-06,8.326672684688674e-17,0.0
4,4,64,1,2,112,2,3,1.1102230246251565e-16,5.551115123125783e-17,2.2546294791703225e-06,2.2546294791703225e-06,1.1102230246251565e-16,5.551115123125783e-17,0.0
4,4,64,2,3,80,1,2,3.523578166395036e-07,1.3877787807814457e-17,3.562688730390784e-06,3.6725309246199433e-06,3.5235781664123833e-07,1.3877787807814457e-17,0.0
4,4,65,0,1,66,2,3,5.27051637060072e-06,4.163336342344337e-17,3.3063380466824555e-06,1.964178323918264e-06,5.27051637060072e-06,4.163336342344337e-17,0.0
4,4,65,2,3,71,1,2,1.7462472525209272e-06,1.6653345369377348e-16,2.783336912004497e-06,3.33678490269107e-06,1.7462472525486827e-06,1.6653345369377348e-16,0.0
4,4,66,0,1,67,1,2,1.6877647807722607e-05,2.7755575615628914e-17,7.732650654318496e-06,9.144997153376355e-06,1.687764780769485e-05,2.7755575615628914e-17,0.0
4,4,66,1,2,119,2,3,2.7755575615628914e-16,5.551115123125783e-17,4.083708575519651e-06,4.083708575575162e-06,2.7755575615628914e-16,5.551115123125783e-17,0.0
4,4,67,0,1,68,2,3,1.6877647807611584e-05,8.326672684688674e-17,9.144997153487378e-06,7.732650654096451e-06,1.687764780758383e-05,8.326672684688674e-17,0.0
4,4,67,2,3,73,1,2,7.976065325099313e-06,5.551115123125783e-17,9.82885936895439e-06,1.5896563417661103e-05,7.976065325043802e-06,5.551115123125783e-17,0.0
4,4,68,0,1,69,1,2,5.270516370461942e-06,2.7755575615628914e-17,1.964178323876631e-06,3.306338046585311e-06,5.270516370461942e-06,2.7755575615628914e-17,0.0
4,4,68,1,2,124,2,3,1.6653345369377348e-16,5.551115123125783e-17,4.083708575575162e-06,4.083708575408629e-06,1.6653345369377348e-16,5.551115123125783e-17,0.0
4,4,69,0,1,70,2,3,4.9471431746855865e-06,1.1102230246251565e-16,2.5762147296826132e-06,7.523357904409833e-06,4.94714317472722e-06,1.1102230246251565e-16,0.0
4,4,69,2,3,75,1,2,1.746247252465416e-06,5.551115123125783e-17,2.783336912004497e-06,3.336784902552292e-06,1.746247252465416e-06,5.551115123125783e-17,0.0
4,4,70,1,2,127,2,3,1.3877787807814457e-16,5.551115123125783e-17,2.254629479142567e-06,2.254629479281345e-06,1.6653345369377348e-16,5.551115123125783e-17,0.0
4,4,71,0,1,72,1,2,1.1641834005593488e-05,8.326672684688674e-17,1.0514923656598785e-05,3.842386408117737e-06,1.1641834005676754e-05,8.326672684688674e-17,0.0
4,4,71,2,3,82,1,2,3.1857716087241306e-06,2.7755575615628914e-17,5.997125038376128e-06,9.182896647114136e-06,3.1857716087380084e-06,2.7755575615628914e-17,0.0
4,4,72,0,1,73,2,3,1.922026542286459e-05,5.551115123125783e-17,1.3929567110410046e-05,1.1446905066464508e-05,1.922026542286459e-05,5.551115123125783e-17,0.0
4,4,72,2,3,76,1,2,5.2358138019625855e-06,1.1102230246251565e-16,9.23560941945567e-06,7.559227720888018e-06,5.235813801907074e-06,1.1102230246251565e-16,0.0
4,4,73,0,1,74,1,2,1.9220265422725813e-05,2.7755575615628914e-17,1.1446905066520019e-05,1.392956711032678e-05,1.9220265422725813e-05,2.7755575615628914e-17,0.0
4,4,74,0,1,75,2,3,1.1641834005648999e-05,8.326672684688674e-17,3.842386408173248e-06,1.0514923656543274e-05,1.1641834005593488e-05,8.326672684688674e-17,0.0
4,4,74,2,3,78,1,2,5.2358138019625855e-06,1.6653345369377348e-16,9.235609419566693e-06,7.559227720888018e-06,5.235813801796052e-06,1.6653345369377348e-16,0.0
4,4,76,0,1,77,1,2,3.6257868834821405e-06,2.7755575615628914e-17,3.030758468414163e-06,1.6836089878069505e-06,3.625786883454385e-06,2.7755575615628914e-17,0.0
4,4,76,2,3,84,1,2,3.1857716086547416e-06,2.7755575615628914e-17,5.161605681258674e-06,5.099188071594485e-06,3.1857716086547416e-06,2.7755575615628914e-17,0.0
4,4,77,0,1,78,2,3,3.6257868833433626e-06,2.7755575615628914e-17,1.6836089877236837e-06,3.0307584683864075e-06,3.6257868833433626e-06,2.7755575615628914e-17,0.0
4,4,77,2,3,79,1,2,2.2533270133684447e-06,5.551115123125783e-17,2.276760608932449e-06,2.260477037330233e-06,2.2533270133684447e-06,5.551115123125783e-17,0.0
4,4,79,2,3,86,1,2,3.523578165354202e-07,2.7755575615628914e-17,1.3080592511649503e-06,1.4179014454218652e-06,3.523578165076646e-07,2.7755575615628914e-17,0.0
4,4,80,0,1,81,1,2,4.369135048684636e-06,5.551115123125783e-17,9.722280612828316e-06,5.353145564129802e-06,4.369135048698514e-06,5.551115123125783e-17,0.0
4,4,80,2,3,96,1,2,1.1102230246251565e-16,1.3877787807814457e-17,4.9805901758542825e-06,4.980590175771016e-06,1.1102230246251565e-16,1.3877787807814457e-17,0.0
4,4,81,0,1,82,2,3,1.1071006163682062e-05,2.7755575615628914e-17,4.78100725792574e-06,6.2899989057285666e-06,1.1071006163654307e-05,2.7755575615628914e-17,0.0
4,4,81,2,3,87,1,2,7.517246560645452e-06,1.3877787807814457e-17,4.258006123358804e-06,7.31698555851007e-06,7.517246560631574e-06,1.3877787807814457e-17,0.0
4,4,82,0,1,83,1,2,2.74134146648064e-05,5.551115123125783e-17,1.9179663044988082e-05,1.3755209298582649e-05,2.74134146648064e-05,5.551115123125783e-17,0.0
4,4,83,0,1,84,2,3,1.053576685712456e-05,5.637851296924623e-17,1.6108724821717324e-05,1.1447012390778874e-05,1.053576685718094e-05,5.637851296924623e-17,0.0
4,4,83,2,3,89,1,2,6.200855318883036e-06,2.7755575615628914e-17,2.9423283582616366e-05,2.596372281324366e-05,6.200855318910792e-06,2.7755575615628914e-17,0.0
4,4,84,0,1,85,1,2,5.80048979309522e-06,5.551115123125783e-17,4.32582058182418e-06,1.974781155211769e-06,5.800489793067465e-06,5.551115123125783e-17,0.0
4,4,85,0,1,86,2,3,7.208578001183241e-07,4.5102810375396984e-17,2.7769308345356597e-06,2.1989227083178686e-06,7.208578001426102e-07,4.5102810375396984e-17,0.0
4,4,85,2,3,91,1,2,5.800489793206243e-06,2.7755575615628914e-17,1.9747811552395245e-06,4.325820581768669e-06,5.800489793206243e-06,2.7755575615628914e-17,0.0
4,4,87,0,1,88,1,2,2.2177600862649527e-05,8.326672684688674e-17,2.08289858271149e-05,1.9951111229752662e-05,2.2177600862732794e-05,8.326672684688674e-17,0.0
4,4,87,2,3,98,1,2,5.0306980803327406e-17,2.42861286636753e-17,1.1096313109928979e-05,1.109631310998449e-05,5.551115123125783e-17,2.42861286636753e-17,0.0
4,4,88,0,1,89,2,3,1.6404831480257287e-05,2.7755575615628914e-17,3.7077855980782726e-05,2.067302450052544e-05,1.6404831480257287e-05,2.7755575615628914e-17,0.0
4,4,88,2,3,92,1,2,2.2177600862649527e-05,5.551115123125783e-17,1.9951111229778683e-05,2.0828985827087143e-05,2.2177600862649527e-05,5.551115123125783e-17,0.0
4,4,89,0,1,90,1,2,6.200855318883036e-06,5.551115123125783e-17,2.5963722813021617e-05,2.9423283582560855e-05,6.200855318883036e-06,5.551115123125783e-17,0.0
4,4,90,0,1,91,2,3,1.053576685701961e-05,2.7755575615628914e-17,1.610872482167569e-05,1.144701239075719e-05,1.05357668570066e-05,2.7755575615628914e-17,0.0
4,4,90,2,3,94,1,2,2.7413414664723135e-05,5.551115123125783e-17,1.375520929863816e-05,1.9179663044988082e-05,2.741341466469538e-05,5.551115123125783e-17,0.0
4,4,92,0,1,93,1,2,7.5172465606038186e-06,1.3877787807814457e-17,7.316985558461497e-06,4.2580061233310484e-06,7.5172465606038186e-06,1.3877787807814457e-17,0.0
4,4,92,2,3,100,1,2,9.71445146547012e-17,2.42861286636753e-17,1.1096313110012246e-05,1.1096313109998368e-05,9.71445146547012e-17,2.42861286636753e-17,0.0
4,4,93,0,1,94,2,3,1.107100616357104e-05,2.7755575615628914e-17,4.781007257953496e-06,6.289998905631422e-06,1.1071006163584918e-05,2.7755575615628914e-17,0.0
4,4,93,2,3,95,1,2,4.369135048587491e-06,2.7755575615628914e-17,5.353145564185313e-06,9.722280612758927e-06,4.3691350485736136e-06,2.7755575615628914e-17,0.0
4,4,95,2,3,102,1,2,9.71445146547012e-17,1.3877787807814457e-17,4.980590175798771e-06,4.9805901758542825e-06,9.71445146547012e-17,1.3877787807814457e-17,0.0
4,4,96,0,1,97,1,2,4.36913504865688e-06,8.326672684688674e-17,9.722280612814438e-06,5.353145564199191e-06,4.369135048615247e-06,8.326672684688674e-17,0.0
4,4,96,2,3,112,1,2,3.5235781664947827e-07,1.3877787807814457e-17,3.6725309246199433e-06,3.562688730383845e-06,3.5235781664774354e-07,1.3877787807814457e-17,0.0
