order,ndivs,element,face,reference_face_id,face_node,R_alpha,R_beta,term_alpha,term_beta,a_projected,a_direct,delta,abs_delta,relative_delta,delta_alpha_trace,delta_beta_trace
4,8,0,0,1,0,2.291760487010536e-05,-0.02692651797873091,4.583520974021072e-05,-0.05385303595746182,-0.053807200747721606,-0.0538072679797236,6.72320019934336e-08,6.72320019934336e-08,1.2494966668586276e-06,nan,nan
4,8,0,0,1,1,-0.0009246907794563516,-0.02794656180206707,-0.0018493815589127032,-0.05589312360413414,-0.057742505163046846,-0.05774248936678178,-1.5796265066814197e-08,1.5796265066814197e-08,2.735639027473863e-07,nan,nan
4,8,0,0,1,2,-0.002255987427500184,-0.02931820692876272,-0.004511974855000368,-0.05863641385752544,-0.0631483887125258,-0.06314838833996554,-3.725602604198741e-10,3.725602604198741e-10,5.899758774778918e-09,nan,nan
4,8,0,0,1,3,-0.0034885638596844014,-0.030512162341054905,-0.006977127719368803,-0.06102432468210981,-0.06800145240147862,-0.06800146849393617,1.6092457547078887e-08,1.6092457547078887e-08,2.366486769107624e-07,nan,nan
4,8,0,0,1,4,-0.004257425474276751,-0.031209744023541697,-0.008514850948553502,-0.062419488047083395,-0.07093433899563689,-0.07093427954276603,-5.945287086250861e-08,5.945287086250861e-08,8.381394921600031e-07,nan,nan
4,8,0,1,2,0,-0.004240167008875867,-0.031389422499113966,0.008480334017751733,0.0,0.008480334017751733,0.008480363384296884,-2.9366545150483203e-08,2.9366545150483203e-08,3.462887593338433e-06,-2.9366545150483203e-08,nan
4,8,0,1,2,1,-0.003435996124126134,-0.03144555889935119,0.006871992248252268,0.0,0.006871992248252268,0.0068719870009059806,5.247346287519383e-09,5.247346287519383e-09,7.635844305345257e-07,5.247346287519383e-09,nan
4,8,0,1,2,2,-0.0022382938582322714,-0.03148391568316429,0.004476587716464543,0.0,0.004476587716464543,0.004476584465012111,3.251452431948798e-09,3.251452431948798e-09,7.263238515332131e-07,3.251452431948798e-09,nan
4,8,0,1,2,3,-0.001030778108365476,-0.031469733863886316,0.002061556216730952,0.0,0.002061556216730952,0.0020615509718910443,5.2448399078669494e-09,5.2448399078669494e-09,2.544116849834825e-06,5.2448399078669494e-09,nan
4,8,0,1,2,4,-0.00020869190770928854,-0.03142995219384374,0.0004173838154185771,0.0,0.0004173838154185771,0.0004173945081341757,-1.0692715598635983e-08,1.0692715598635983e-08,2.5617767819788133e-05,-1.0692715598635983e-08,nan
4,8,0,2,3,0,1.4723403563236525e-05,-0.031234800924683098,0.0,0.062469601849366195,0.062469601849366195,0.06246959160842931,1.0240936883232354e-08,1.0240936883232354e-08,1.6393472313024285e-07,nan,1.0240936883232354e-08
4,8,0,2,3,1,7.069305813448838e-05,-0.03048079334765043,0.0,0.06096158669530086,0.06096158669530086,0.06096159191701051,-5.2217096549456166e-09,5.2217096549456166e-09,8.565572995623444e-08,nan,-5.2217096549456166e-09
4,8,0,2,3,2,0.00014702534181791534,-0.029256868079027318,0.0,0.058513736158054636,0.058513736158054636,0.058513739107716824,-2.94966218811199e-09,2.94966218811199e-09,5.040973680868374e-08,nan,-2.94966218811199e-09
4,8,0,2,3,3,0.00021573429384436898,-0.027904640843768206,0.0,0.05580928168753641,0.05580928168753641,0.05580928872529463,-7.037758216477119e-09,7.037758216477119e-09,1.2610370741541762e-07,nan,-7.037758216477119e-09
