order,ndivs,element,face,reference_face_id,neighbor_element,neighbor_face,neighbor_reference_face_id,max_abs_projected_mismatch,max_abs_direct_mismatch,max_abs_delta_M,max_abs_delta_P,max_abs_delta_M_plus_delta_P,max_abs_projected_minus_delta_sum,max_abs_decomposition_error
4,8,12,1,2,124,2,3,4.081781315723454e-09,1.3877787807814457e-17,1.9466170397830496e-08,1.9752380314708162e-08,4.081781301845666e-09,1.3877787807814457e-17,0.0
4,8,13,0,1,14,2,3,1.584201058529855e-09,1.1492543028346347e-17,9.16251037042827e-09,7.578309345942363e-09,1.584201047037312e-09,1.1492543028346347e-17,0.0
4,8,13,2,3,27,1,2,2.0988379159647685e-08,1.3877787807814457e-17,3.4741819837647014e-09,1.7514197175882984e-08,2.0988379159647685e-08,1.3877787807814457e-17,0.0
4,8,14,0,1,319,0,1,1.111409339560332e-09,1.3877787807814457e-17,4.820337275168729e-09,4.3585005535251575e-09,1.1114093534381198e-09,1.3877787807814457e-17,0.0
4,8,14,1,2,127,2,3,1.1114092979269685e-09,1.3877787807814457e-17,4.820337275168729e-09,4.358500518830688e-09,1.1114092840491807e-09,1.3877787807814457e-17,0.0
4,8,15,0,1,16,1,2,6.685025119579358e-08,2.7755575615628914e-17,1.3967083752064458e-07,1.3737895027815528e-07,6.685025119579358e-08,2.7755575615628914e-17,0.0
4,8,15,2,3,194,1,2,2.7755575615628914e-17,1.3877787807814457e-17,7.218140419401609e-08,7.21814041731994e-08,2.7755575615628914e-17,1.3877787807814457e-17,0.0
4,8,16,0,1,17,2,3,2.1787459490024697e-07,1.3877787807814457e-17,1.0003476155068247e-07,1.178398333495645e-07,2.1787459490024697e-07,1.3877787807814457e-17,0.0
4,8,16,2,3,28,1,2,7.158213807248112e-08,5.204170427930421e-18,2.0566503462510904e-08,5.101563461517439e-08,7.158213807768529e-08,5.204170427930421e-18,0.0
4,8,17,0,1,18,1,2,9.466746916930724e-08,2.7755575615628914e-17,2.952038878761831e-07,2.005364186929981e-07,9.466746918318503e-08,2.7755575615628914e-17,0.0
4,8,18,0,1,19,2,3,2.1567684049816904e-07,2.0816681711721685e-17,1.6012287695071903e-07,1.4718906957145172e-07,2.1567684051898572e-07,2.0816681711721685e-17,0.0
4,8,18,2,3,30,1,2,1.5853332060306036e-07,1.3877787807814457e-17,1.503006067798962e-07,1.8647530744975854e-07,1.5853332060999925e-07,1.3877787807814457e-17,0.0
4,8,19,0,1,20,1,2,2.971833552717351e-07,2.7755575615628914e-17,4.155650412812628e-07,3.145229584972098e-07,2.971833552856129e-07,2.7755575615628914e-17,0.0
4,8,20,0,1,21,2,3,9.848930263012257e-08,1.3877787807814457e-17,2.845156268777016e-07,1.871439387207685e-07,9.848930261624478e-08,1.3877787807814457e-17,0.0
4,8,20,2,3,32,1,2,1.0859652167793943e-07,4.163336342344337e-17,3.935672207300289e-07,4.1396156976597487e-07,1.0859652163630606e-07,4.163336342344337e-17,0.0
4,8,21,0,1,22,1,2,1.410728756590096e-07,5.551115123125783e-17,2.1321170415311563e-07,2.1391712642926386e-07,1.410728756728874e-07,5.551115123125783e-17,0.0
4,8,22,0,1,23,2,3,1.1241134089626931e-07,2.0816681711721685e-17,2.787481231565636e-07,2.580283509408948e-07,1.1241134089605247e-07,2.0816681711721685e-17,0.0
4,8,22,2,3,34,1,2,1.3873991841495403e-07,8.326672684688674e-17,3.3966961843212573e-07,3.5106389364991664e-07,1.3873991838719846e-07,8.326672684688674e-17,0.0
4,8,23,0,1,24,1,2,1.1215763431882131e-07,2.7755575615628914e-17,1.124182436584853e-07,7.559169337700844e-08,1.1215763431882131e-07,2.7755575615628914e-17,0.0
4,8,24,0,1,25,2,3,1.2571772413892679e-08,2.862293735361732e-17,1.1309223939184182e-07,1.1842657681587765e-07,1.2571772403484338e-08,2.862293735361732e-17,0.0
4,8,24,2,3,36,1,2,1.1215763442984361e-07,4.163336342344337e-17,7.559169336313065e-08,1.1241824374175202e-07,1.1215763438821025e-07,4.163336342344337e-17,0.0
4,8,25,0,1,26,1,2,8.94860534561559e-08,2.7755575615628914e-17,5.3647580197657696e-08,3.5838473258498205e-08,8.94860534561559e-08,2.7755575615628914e-17,0.0
4,8,26,0,1,27,2,3,1.5921565308350816e-08,2.4936649967166602e-17,4.143270382426373e-08,3.675344136639617e-08,1.5921565332636944e-08,2.4936649967166602e-17,0.0
4,8,26,2,3,38,1,2,3.117818289655183e-08,2.7755575615628914e-17,7.394514306424682e-09,2.9679012275574124e-08,3.117818292430741e-08,2.7755575615628914e-17,0.0
4,8,27,0,1,318,0,1,4.081781301845666e-09,1.3877787807814457e-17,1.9466170342319344e-08,1.97523802730748e-08,4.081781315723454e-09,1.3877787807814457e-17,0.0
4,8,28,0,1,29,1,2,2.3079716641311032e-07,1.3877787807814457e-17,2.361193841768361e-07,2.3250636410621084e-07,2.3079716641311032e-07,1.3877787807814457e-17,0.0
4,8,28,2,3,196,1,2,2.7755575615628914e-17,2.0816681711721685e-17,1.3258239806718253e-07,1.3258239808106032e-07,3.469446951953614e-17,2.0816681711721685e-17,0.0
4,8,29,0,1,30,2,3,3.60121802545077e-07,1.3877787807814457e-17,3.3146567044589625e-07,2.7727574086755524e-07,3.60121802545077e-07,1.3877787807814457e-17,0.0
4,8,29,2,3,39,1,2,8.182551055127552e-08,3.469446951953614e-18,6.472504985623184e-08,4.8443915752136024e-08,8.182551055301024e-08,3.469446951953614e-18,0.0
4,8,30,0,1,31,1,2,2.608792743913346e-07,3.469446951953614e-17,4.4353923138451545e-07,3.7599971504376217e-07,2.608792744190902e-07,3.469446951953614e-17,0.0
4,8,31,0,1,32,2,3,2.753344559868788e-07,1.0408340855860843e-17,4.951947047710653e-07,3.842003778870007e-07,2.7533445599685347e-07,1.0408340855860843e-17,0.0
4,8,31,2,3,41,1,2,1.4879683764984497e-07,2.0816681711721685e-17,3.022596951618439e-07,2.996743568711713e-07,1.4879683763596718e-07,2.0816681711721685e-17,0.0
4,8,32,0,1,33,1,2,1.1145257906852724e-07,5.551115123125783e-17,5.080303647347906e-07,4.1146442437967057e-07,1.1145257905464945e-07,5.551115123125783e-17,0.0
4,8,33,0,1,34,2,3,5.5066777646453624e-08,8.673617379884035e-18,4.446744913330636e-07,3.900754621949387e-07,5.5066777637780007e-08,8.673617379884035e-18,0.0
4,8,33,2,3,43,1,2,1.1145257905464945e-07,4.163336342344337e-17,4.114644244629373e-07,5.08030364707035e-07,1.1145257905464945e-07,4.163336342344337e-17,0.0
4,8,34,0,1,35,1,2,1.387399183455651e-07,8.326672684688674e-17,3.510638935666499e-07,3.396696184460035e-07,1.3873991831780952e-07,8.326672684688674e-17,0.0
4,8,35,0,1,36,2,3,1.1241134090255768e-07,2.2985086056692694e-17,2.7874812312880803e-07,2.580283509395938e-07,1.124113408795726e-07,2.2985086056692694e-17,0.0
4,8,35,2,3,45,1,2,1.410728755618651e-07,4.163336342344337e-17,2.1391712654028616e-07,2.1321170412536006e-07,1.410728755479873e-07,4.163336342344337e-17,0.0
4,8,36,0,1,37,1,2,1.8596473225218624e-07,5.551115123125783e-17,1.5556400617677824e-07,1.695695673875619e-07,1.8596473223830845e-07,5.551115123125783e-17,0.0
4,8,37,0,1,38,2,3,8.269107788783092e-08,2.7755575615628914e-17,1.0532852995348563e-07,9.242410794682576e-08,8.269107787395313e-08,2.7755575615628914e-17,0.0
4,8,37,2,3,47,1,2,5.435434394240879e-08,5.551115123125783e-17,3.977630561036172e-08,3.0345329055103676e-08,5.435434394240879e-08,5.551115123125783e-17,0.0
4,8,38,0,1,315,0,1,1.232526659900035e-08,2.7755575615628914e-17,4.112495578800779e-08,3.211347247844554e-08,1.2325266626755926e-08,2.7755575615628914e-17,0.0
4,8,39,0,1,40,1,2,3.028672666618992e-07,1.6479873021779667e-17,2.1104510734143433e-07,2.074454572885756e-07,3.0286726665496033e-07,1.6479873021779667e-17,0.0
4,8,39,2,3,198,1,2,1.3877787807814457e-17,2.7755575615628914e-17,2.2335519370836332e-07,2.233551937222411e-07,1.9081958235744878e-17,2.7755575615628914e-17,0.0
4,8,40,0,1,41,2,3,1.6751379499149732e-07,2.2551405187698492e-17,4.584102144856994e-07,2.9089641949767153e-07,1.6751379500884456e-07,2.2551405187698492e-17,0.0
4,8,40,2,3,48,1,2,3.028672666827159e-07,1.6479873021779667e-17,2.0744545727686622e-07,2.1104510735531212e-07,3.028672666827159e-07,1.6479873021779667e-17,0.0
4,8,41,0,1,42,1,2,1.487968376220894e-07,2.7755575615628914e-17,2.996743568503546e-07,3.022596951583745e-07,1.4879683764290608e-07,2.7755575615628914e-17,0.0
4,8,42,0,1,43,2,3,2.753344560410889e-07,2.7755575615628914e-17,4.951947048209386e-07,3.8420037790781736e-07,2.753344560254764e-07,2.7755575615628914e-17,0.0
4,8,42,2,3,50,1,2,2.6087927436357905e-07,4.163336342344337e-17,3.7599971507151775e-07,4.4353923138451545e-07,2.608792743219457e-07,4.163336342344337e-17,0.0
4,8,43,0,1,44,1,2,1.0859652169181722e-07,3.469446951953614e-17,4.139615698284249e-07,3.9356722067451777e-07,1.0859652169181722e-07,3.469446951953614e-17,0.0
4,8,44,0,1,45,2,3,9.84893025954281e-08,1.0408340855860843e-17,2.845156268985183e-07,1.871439387277074e-07,9.84893025954281e-08,1.0408340855860843e-17,0.0
4,8,44,2,3,52,1,2,2.971833552023462e-07,4.163336342344337e-17,3.145229585804765e-07,4.1556504125350724e-07,2.971833551607128e-07,4.163336342344337e-17,0.0
4,8,45,0,1,46,1,2,7.657856367082605e-08,8.326672684688674e-17,2.2694969489811534e-07,2.961982936700025e-07,7.657856368470384e-08,8.326672684688674e-17,0.0
4,8,46,0,1,47,2,3,1.48514490393159e-07,1.734723475976807e-17,1.3079624660433664e-07,1.0352309694899864e-07,1.485144903862201e-07,1.734723475976807e-17,0.0
4,8,46,2,3,54,1,2,2.3522354478111573e-07,4.163336342344337e-17,1.198694211945739e-07,1.4027466219146412e-07,2.3522354478111573e-07,4.163336342344337e-17,0.0
4,8,47,0,1,310,0,1,2.3564528356390113e-08,2.7755575615628914e-17,1.0169572325913201e-07,7.81311949027419e-08,2.3564528356390113e-08,2.7755575615628914e-17,0.0
4,8,48,0,1,49,1,2,8.182551056341858e-08,6.938893903907228e-18,4.844391576427909e-08,6.47250498458235e-08,8.182551056341858e-08,6.938893903907228e-18,0.0
4,8,48,2,3,200,1,2,1.3877787807814457e-17,2.7755575615628914e-17,2.2335519372918e-07,2.2335519371530221e-07,2.0816681711721685e-17,2.7755575615628914e-17,0.0
4,8,49,0,1,50,2,3,3.601218025485464e-07,6.938893903907228e-18,3.3146567045977404e-07,2.772757409091886e-07,3.601218025485464e-07,6.938893903907228e-18,0.0
4,8,49,2,3,55,1,2,2.307971664269881e-07,1.0408340855860843e-17,2.3250636409927194e-07,2.3611938419765277e-07,2.3079716642004922e-07,1.0408340855860843e-17,0.0
4,8,50,0,1,51,1,2,1.5853332061693814e-07,2.0816681711721685e-17,1.864753074350134e-07,1.5030060675907952e-07,1.5853332060306036e-07,2.0816681711721685e-17,0.0
4,8,51,0,1,52,2,3,2.1567684041490232e-07,2.7755575615628914e-17,1.601228768813301e-07,1.4718906966859624e-07,2.156768404287801e-07,2.7755575615628914e-17,0.0
4,8,51,2,3,57,1,2,9.466746915542945e-08,2.7755575615628914e-17,2.005364186791203e-07,2.9520388786230534e-07,9.466746918318503e-08,2.7755575615628914e-17,0.0
4,8,52,0,1,53,1,2,2.0806035705422943e-07,2.0816681711721685e-17,2.507333360449171e-07,2.2910432603828745e-07,2.0806035704035164e-07,2.0816681711721685e-17,0.0
4,8,53,0,1,54,2,3,4.534041836423697e-08,1.3877787807814457e-17,6.156799713108452e-08,1.6227578752969762e-08,4.5340418378114755e-08,1.3877787807814457e-17,0.0
4,8,53,2,3,59,1,2,2.1302408162449105e-07,4.163336342344337e-17,1.5623043692070127e-07,1.9783294390174344e-07,2.1302408163836883e-07,4.163336342344337e-17,0.0
4,8,54,0,1,303,0,1,2.3564528377206795e-08,1.3877787807814457e-17,1.452239988194992e-07,1.2165947044229242e-07,2.3564528377206795e-08,1.3877787807814457e-17,0.0
4,8,55,0,1,56,1,2,7.15821380638075e-08,8.673617379884035e-18,5.101563459609243e-08,2.0566503467715075e-08,7.15821380638075e-08,8.673617379884035e-18,0.0
4,8,55,2,3,202,1,2,4.163336342344337e-17,2.0816681711721685e-17,1.32582398101877e-07,1.3258239806024363e-07,4.163336342344337e-17,2.0816681711721685e-17,0.0
4,8,56,0,1,57,2,3,2.178745948724914e-07,1.3877787807814457e-17,1.0003476158537694e-07,1.1783983329405334e-07,2.1787459487943028e-07,1.3877787807814457e-17,0.0
4,8,56,2,3,60,1,2,6.685025120967136e-08,1.3877787807814457e-17,1.3737895030591085e-07,1.3967083756227794e-07,6.685025122354915e-08,1.3877787807814457e-17,0.0
4,8,57,0,1,58,1,2,1.6952160518043935e-07,1.0408340855860843e-17,9.649454656493472e-08,8.247593400942388e-08,1.69521605170031e-07,1.0408340855860843e-17,0.0
4,8,58,0,1,59,2,3,7.518186244392933e-08,2.0816681711721685e-17,1.9801410275355202e-08,5.538045214775744e-08,7.518186242311264e-08,2.0816681711721685e-17,0.0
4,8,58,2,3,62,1,2,7.254451575566812e-08,4.163336342344337e-17,1.077379632175024e-07,1.379536979650986e-07,7.254451579730148e-08,4.163336342344337e-17,0.0
4,8,59,0,1,294,0,1,1.2325266612878139e-08,6.938893903907228e-18,1.0378270891286956e-07,9.145744229305253e-08,1.2325266619817032e-08,6.938893903907228e-18,0.0
4,8,60,0,1,61,1,2,7.021449352495601e-08,1.1275702593849246e-17,5.2204887597724625e-08,2.1656768668318338e-08,7.021449351368031e-08,1.1275702593849246e-17,0.0
4,8,60,2,3,204,1,2,4.163336342344337e-17,1.3877787807814457e-17,7.218140411768825e-08,7.218140416626051e-08,4.85722573273506e-17,1.3877787807814457e-17,0.0
4,8,61,0,1,62,2,3,7.454658074862452e-08,1.3877787807814457e-17,1.884856619394082e-08,5.56980145616226e-08,7.454658075556342e-08,1.3877787807814457e-17,0.0
4,8,61,2,3,63,1,2,9.728301914035953e-09,2.7755575615628914e-17,5.7503700058580964e-08,6.723200195873913e-08,9.728301900158165e-09,2.7755575615628914e-17,0.0
4,8,62,0,1,283,0,1,4.0817813504179234e-09,5.204170427930421e-18,5.242902380298009e-08,5.271523377189946e-08,4.0817813504179234e-09,5.204170427930421e-18,0.0
4,8,63,0,1,270,0,1,1.1114092909880746e-09,4.336808689942018e-19,2.9366545174769332e-08,2.890470843230908e-08,1.1114092905543937e-09,4.336808689942018e-19,0.0
4,8,63,2,3,206,1,2,6.938893903907228e-17,2.0816681711721685e-17,3.372504567972223e-08,3.3725045700538914e-08,6.938893903907228e-17,2.0816681711721685e-17,0.0
4,8,64,0,1,65,1,2,1.1312502927462997e-08,2.7755575615628914e-17,5.965369265920062e-08,4.834118971092094e-08,1.1312502948279679e-08,2.7755575615628914e-17,0.0
4,8,64,1,2,128,2,3,4.163336342344337e-17,1.3877787807814457e-17,2.4546207871845027e-08,2.4546207830211664e-08,4.163336342344337e-17,1.3877787807814457e-17,0.0
4,8,65,0,1,66,2,3,5.35582015195879e-08,1.0408340855860843e-17,1.5374384119970497e-08,3.8183817399617404e-08,5.35582015195879e-08,1.0408340855860843e-17,0.0
4,8,65,2,3,79,1,2,4.9226114434697266e-08,1.3877787807814457e-17,2.0278787343785964e-08,3.469069048689377e-08,4.9226114448575053e-08,1.3877787807814457e-17,0.0
4,8,66,0,1,67,1,2,6.104219096858543e-08,4.163336342344337e-17,1.0120025657756049e-07,6.630525939410603e-08,6.104219094082985e-08,4.163336342344337e-17,0.0
4,8,66,1,2,143,2,3,5.551115123125783e-17,1.3877787807814457e-17,3.2962853405149595e-08,3.2962853335760656e-08,6.938893903907228e-17,1.3877787807814457e-17,0.0
4,8,67,0,1,68,2,3,4.4003679741666524e-08,1.3877787807814457e-17,1.8302239834788736e-08,2.5701439906877788e-08,4.4003679741666524e-08,1.3877787807814457e-17,0.0
4,8,67,2,3,81,1,2,8.003555174163068e-08,4.163336342344337e-17,4.663746080990627e-08,5.864770413754883e-08,8.003555174163068e-08,4.163336342344337e-17,0.0
4,8,68,0,1,69,1,2,1.3033300395870473e-07,5.551115123125783e-17,1.0540883600695938e-07,5.090190688394891e-08,1.3033300395870473e-07,5.551115123125783e-17,0.0
4,8,68,1,2,156,2,3,5.551115123125783e-17,2.7755575615628914e-17,6.26577530971062e-08,6.265775312486177e-08,5.551115123125783e-17,2.7755575615628914e-17,0.0
4,8,69,0,1,70,2,3,3.902575027719957e-08,1.3877787807814457e-17,2.490799995424897e-08,1.4191410116493053e-08,3.9025750291077355e-08,1.3877787807814457e-17,0.0
4,8,69,2,3,83,1,2,3.7416185177940875e-08,2.7755575615628914e-17,6.063234395115025e-08,9.516932991671112e-08,3.74161851501853e-08,2.7755575615628914e-17,0.0
4,8,70,0,1,71,1,2,8.670905451979571e-08,2.7755575615628914e-17,3.6751565235526584e-08,4.995748929814692e-08,8.67090545336735e-08,2.7755575615628914e-17,0.0
4,8,70,1,2,167,2,3,1.1102230246251565e-16,2.7755575615628914e-17,4.3528275511794945e-08,4.3528275456283794e-08,1.1102230246251565e-16,2.7755575615628914e-17,0.0
4,8,71,0,1,72,2,3,8.670905447816235e-08,6.938893903907228e-17,4.995748927039134e-08,3.675156524940437e-08,8.670905451979571e-08,6.938893903907228e-17,0.0
4,8,71,2,3,85,1,2,4.8805335273183204e-08,8.326672684688674e-17,4.3881054345717985e-08,7.968276388714557e-08,4.880533530093878e-08,8.326672684688674e-17,0.0
4,8,72,0,1,73,1,2,3.9025750235566203e-08,2.7755575615628914e-17,1.4191410060981902e-08,2.490799993343229e-08,3.9025750235566203e-08,2.7755575615628914e-17,0.0
4,8,72,1,2,176,2,3,5.551115123125783e-17,2.7755575615628914e-17,4.352827540077264e-08,4.352827534526149e-08,8.326672684688674e-17,2.7755575615628914e-17,0.0
4,8,73,0,1,74,2,3,1.3033300383380464e-07,2.7755575615628914e-17,5.090190687007112e-08,1.0540883592369266e-07,1.3033300386156021e-07,2.7755575615628914e-17,0.0
4,8,73,2,3,87,1,2,3.74161852612076e-08,2.7755575615628914e-17,6.06323437846168e-08,9.51693298334444e-08,3.741618528896318e-08,2.7755575615628914e-17,0.0
4,8,74,0,1,75,1,2,4.400367967921648e-08,2.0816681711721685e-17,2.5701439941572257e-08,1.830223971682754e-08,4.40036796583998e-08,2.0816681711721685e-17,0.0
4,8,74,1,2,183,2,3,8.326672684688674e-17,2.7755575615628914e-17,6.265775305547283e-08,6.265775302771726e-08,5.551115123125783e-17,2.7755575615628914e-17,0.0
4,8,75,0,1,76,2,3,6.104219092695207e-08,5.551115123125783e-17,6.630525939410603e-08,1.012002565636827e-07,6.104219096858543e-08,5.551115123125783e-17,0.0
4,8,75,2,3,89,1,2,8.003555174163068e-08,4.163336342344337e-17,4.663746071276176e-08,5.864770417918219e-08,8.003555174163068e-08,4.163336342344337e-17,0.0
4,8,76,0,1,77,1,2,5.3558201637549097e-08,6.938893903907228e-18,3.818381743431187e-08,1.537438419629833e-08,5.35582016306102e-08,6.938893903907228e-18,0.0
4,8,76,1,2,188,2,3,6.938893903907228e-17,1.3877787807814457e-17,3.296285341902738e-08,3.296285343290517e-08,6.938893903907228e-17,1.3877787807814457e-17,0.0
4,8,77,0,1,78,2,3,1.131250291358521e-08,2.7755575615628914e-17,4.8341189738676515e-08,5.965369263144504e-08,1.1312502892768528e-08,2.7755575615628914e-17,0.0
4,8,77,2,3,91,1,2,4.9226114365308327e-08,1.3877787807814457e-17,2.027878742705269e-08,3.469069044526041e-08,4.922611435143054e-08,1.3877787807814457e-17,0.0
4,8,78,0,1,383,0,1,1.1114092909880746e-09,4.336808689942018e-19,2.890470843230908e-08,2.9366545174769332e-08,1.1114092905543937e-09,4.336808689942018e-19,0.0
4,8,78,1,2,191,2,3,5.551115123125783e-17,1.3877787807814457e-17,2.454620785796724e-08,2.4546207871845027e-08,6.938893903907228e-17,1.3877787807814457e-17,0.0
4,8,79,0,1,80,1,2,5.53479263948331e-08,2.7755575615628914e-17,1.0291739614698425e-07,9.594624648251449e-08,5.53479263948331e-08,2.7755575615628914e-17,0.0
4,8,80,0,1,81,2,3,1.2838854136776323e-07,1.3877787807814457e-17,6.419628822973422e-08,6.41922531449679e-08,1.2838854137470213e-07,1.3877787807814457e-17,0.0
4,8,80,2,3,92,1,2,4.0403955348100595e-08,0.0,1.9067333004163523e-08,2.1336622343937073e-08,4.0403955348100595e-08,0.0,0.0
4,8,81,0,1,82,1,2,8.933313176695545e-08,4.163336342344337e-17,1.7677731116438888e-07,8.744417936967785e-08,8.933313179471103e-08,4.163336342344337e-17,0.0
4,8,82,0,1,83,2,3,1.0351920592954755e-07,4.163336342344337e-17,8.453118345574939e-08,3.477082589908864e-08,1.0351920592954755e-07,4.163336342344337e-17,0.0
4,8,82,2,3,94,1,2,4.6375686263422367e-08,8.326672684688674e-17,7.470891344452113e-08,7.405706373142529e-08,4.637568629117794e-08,8.326672684688674e-17,0.0
4,8,83,0,1,84,1,2,1.8477201427224976e-07,2.7755575615628914e-17,1.5753669027618322e-07,7.337042093324975e-08,1.8477201427224976e-07,2.7755575615628914e-17,0.0
4,8,84,0,1,85,2,3,9.905153926237364e-08,2.7755575615628914e-17,8.078982698112025e-08,5.7515323656498474e-08,9.905153926237364e-08,2.7755575615628914e-17,0.0
4,8,84,2,3,96,1,2,3.014339669538124e-08,8.326672684688674e-17,1.1351744935717001e-07,1.3735459078456635e-07,3.014339677864797e-08,8.326672684688674e-17,0.0
4,8,85,0,1,86,1,2,9.905153933176258e-08,1.3877787807814457e-17,5.751532367037626e-08,8.078982700887583e-08,9.905153934564037e-08,1.3877787807814457e-17,0.0
4,8,86,0,1,87,2,3,1.847720142444942e-07,2.7755575615628914e-17,7.337042094712753e-08,1.575366903039388e-07,1.847720142306164e-07,2.7755575615628914e-17,0.0
4,8,86,2,3,98,1,2,3.0143396806403544e-08,1.1102230246251565e-16,1.135174492461477e-07,1.3735459086783308e-07,3.014339669538124e-08,1.1102230246251565e-16,0.0
4,8,87,0,1,88,1,2,1.0351920615159216e-07,1.3877787807814457e-17,3.477082591296643e-08,8.453118353901612e-08,1.0351920616546995e-07,1.3877787807814457e-17,0.0
4,8,88,0,1,89,2,3,8.933313169756651e-08,4.163336342344337e-17,8.744417935580007e-08,1.7677731105336658e-07,8.933313169756651e-08,4.163336342344337e-17,0.0
4,8,88,2,3,100,1,2,4.637568618015564e-08,5.551115123125783e-17,7.470891333349883e-08,7.405706378693644e-08,4.637568618015564e-08,5.551115123125783e-17,0.0
4,8,89,0,1,90,1,2,1.2838854146490775e-07,2.0816681711721685e-17,6.419225321435684e-08,6.419628826442869e-08,1.2838854147878553e-07,2.0816681711721685e-17,0.0
