order,table,state,ndivs,n_elements,n_points_per_element,total_dofs,hmin,q_projection_closure_linf,tau_r_linf,tau_r_l2_ref,tau_s_linf,tau_s_l2_ref,tau_sum_linf,tau_sum_l2_ref,physical_tau_r_linf,physical_tau_r_l2,physical_tau_s_linf,physical_tau_s_l2,physical_tau_sum_linf,physical_tau_sum_l2,energy,abs_energy_residual,relative_energy_residual,tau_r_linf_rate,tau_r_l2_ref_rate,tau_s_linf_rate,tau_s_l2_ref_rate,tau_sum_linf_rate,tau_sum_l2_ref_rate,physical_tau_r_linf_rate,physical_tau_r_l2_rate,physical_tau_s_linf_rate,physical_tau_s_l2_rate,physical_tau_sum_linf_rate,physical_tau_sum_l2_rate,abs_energy_residual_rate,relative_energy_residual_rate
4,table1,projected-gaussian,1,8,22,176,1.5711711711711716,3.3306690738754696e-16,1.0889552880321949,0.44471804592227515,1.0993339109756448,0.4169527215264111,0.4737988890085424,0.23132487106929436,3.784843135886039,0.6692161172921599,3.8209157462486276,0.6061233929223332,1.646765934802454,0.3498415360653662,0.20115713469336327,5.637851296924623e-18,2.802710083099345e-17,,,,,,,,,,,,,,
4,table1,projected-gaussian,2,32,22,704,0.785398279620715,3.3306690738754696e-16,0.05776603660381354,0.029410586781399396,0.057766036603813506,0.029594312369415194,0.05013753610201089,0.023217089136065547,0.44409281651026405,0.07461583457468982,0.44409281651026383,0.0749304725618158,0.38544655180579146,0.059311170396175235,0.18831808390080784,6.045782364322294e-17,3.210409876253185e-16,4.235122426378533,3.9171358993393164,4.248802657289544,3.8151794638678913,3.239197460107514,3.3155207699637192,3.0902372631786394,3.163830039656232,3.10391749408965,3.0149498634524226,2.0943122969076207,2.5594453400921524,,
4,table1,projected-gaussian,4,128,22,2816,0.32175055440225403,5.551115123125783e-16,0.001322533427528185,0.0011219872515457524,0.0016382509770159794,0.0011682422837779624,0.0012852593263501097,0.0008502676498651383,0.0469583019117958,0.005384205122145497,0.046958301911801316,0.005569945779478505,0.027760828186037388,0.003914007120217935,0.1885418668265843,7.480550297852672e-17,3.967580476294466e-16,4.232172762041939,3.6600186244728774,3.9922841641477627,3.62172770885197,4.105502461786274,3.705781497124245,2.5176348759129152,2.945809824392509,2.517634875912783,2.9125206670773425,2.947931611882321,3.0459347422872405,,
4,table1,projected-gaussian,8,512,22,11264,0.14189705460416463,5.551115123125783e-16,4.256998685637776e-05,4.241581796449877e-05,4.764604184193805e-05,4.4485052849287045e-05,3.4502367997878104e-05,3.3168572347405186e-05,0.003259869940965792,0.0003758308564905084,0.00325986994095056,0.0003926202045965124,0.0023498080414950996,0.0002824090363671356,0.18854163224292908,9.946390262252029e-18,5.275434472443977e-17,4.1972162938086965,4.0007773491233865,4.321111586253442,3.9919423006963806,4.4189561989300845,3.962438563635133,3.2584035845531485,3.251701363940733,3.2584035845589994,3.2397455507999813,3.0162068042381835,3.2112392470784044,,
4,table1,projected-gaussian,16,2048,22,45056,0.06656816377582381,8.881784197001252e-16,8.102196247511797e-07,1.3428867487240674e-06,7.911988085384115e-07,1.4184711153000853e-06,6.166984964745773e-07,1.0654507466142156e-06,0.0002110286902907518,2.3487403145350704e-05,0.00021102869026213742,2.4719172578935434e-05,0.00015629218168405722,1.789778526706535e-05,0.18854163040843883,2.825717132163617e-17,1.4987231870448185e-16,5.234150131934204,4.561781025411543,5.414372885990245,4.552365814405121,5.317127591692091,4.5426300455105535,3.616775673224462,3.663317641771361,3.616775673397439,3.6535255839013607,3.5809880427387673,3.6448265861125666,,
