ndivs,state,element,face,neighbor_element,neighbor_face,n_face_points,max_abs_aM,max_abs_aP,max_abs_metric_mismatch,relative_metric_mismatch,weighted_l2_metric_mismatch,R_geo_face,I_direct_face,interface_formula_error
8,gaussian,0,0,1,1,5,0.07093433899563689,0.07093433150055356,9.728301941791528e-09,1.371451694557964e-07,4.74351372157439e-09,1.7184522149132393e-17,1.7184522129220527e-17,1.9911866138788974e-26
8,gaussian,0,1,64,2,5,0.008480334017751733,0.008480334479588474,1.1114093257909644e-09,1.3105725115749182e-07,5.799790193829202e-10,-7.004604732113202e-20,-7.004604735775583e-20,3.662380882314579e-29
8,gaussian,0,2,192,1,5,0.062469601849366195,0.062469601849366244,4.85722573273506e-17,7.775342869076308e-16,2.7132639960347637e-17,4.187332310296007e-27,-7.389559654037844e-27,1.1576891964333851e-26
8,gaussian,1,0,2,2,5,0.07016013881991913,0.07016017403681547,7.454658083189125e-08,1.0625198961561024e-06,3.113436889612562e-08,2.396547518396688e-16,2.3965475186120207e-16,2.1533289610785078e-26
8,gaussian,1,2,15,1,5,0.008024879992413431,0.008024924129667434,7.021449351714976e-08,8.749552317581794e-06,3.142956419797021e-08,-1.594779011888773e-16,-1.5947790118130778e-16,7.569514816048219e-27
8,gaussian,2,0,3,1,5,0.09291057060456888,0.09291058082586881,7.254451581117927e-08,7.807992928936778e-07,4.2298237823176905e-08,1.2844958293109611e-16,1.28449582923262e-16,7.834103694040004e-27
8,gaussian,2,1,79,2,5,0.02453402580953264,0.024534025523322664,4.081781331335965e-09,1.6637226042820898e-07,1.9936224521134993e-09,1.4513346542090672e-19,1.451334660858581e-19,6.64951387423998e-28
8,gaussian,3,0,4,2,5,0.07239527692392887,0.0723953021590036,7.518186249944048e-08,1.038490900063055e-06,3.0245990792870155e-08,3.8351172181251633e-16,3.8351172185267453e-16,4.0158196975440014e-26
8,gaussian,3,2,17,1,5,0.02786184373360352,0.027861674211998366,1.6952160515268377e-07,6.084364221317763e-06,8.448790889683558e-08,-1.8374615872120044e-16,-1.8374615874025538e-16,1.905493516561354e-26
8,gaussian,4,0,5,1,5,0.11616428343226931,0.11616433944329277,2.1302408172163556e-07,1.8338164943091353e-06,1.0954655539913088e-07,7.824497429800867e-16,7.824497429313921e-16,4.869460874225631e-26
8,gaussian,4,1,92,2,5,0.048846424089447324,0.0488464173315803,1.2325266585122563e-08,2.5232689628523464e-07,6.6233429820230055e-09,7.458228370593466e-19,7.45822832237141e-19,4.822205602293965e-27
8,gaussian,5,0,6,2,5,0.06333352663439457,0.06333348129397606,4.5340418503014845e-08,7.158991597728556e-07,2.382267381922171e-08,-2.4683201342534744e-16,-2.4683201346475755e-16,3.9410110318257613e-26
8,gaussian,5,2,19,1,5,0.06436501800564033,0.06436480994528333,2.0806035699871828e-07,3.2325067784566746e-06,1.1484005270764508e-07,3.111341157374501e-16,3.1113411584803655e-16,1.1058646599840754e-25
8,gaussian,6,0,7,1,5,0.13017932217352288,0.13017938771279708,2.352235448227491e-07,1.8069185064973678e-06,1.052585118733168e-07,1.4184836382629076e-15,1.4184836382417425e-15,2.1165138087079747e-26
8,gaussian,6,1,103,2,5,0.07552351952001547,0.07552349875237578,2.356452834945122e-08,3.120157601130609e-07,1.4031159301851415e-08,6.530032805593139e-19,6.530032855452534e-19,4.985939499481018e-27
8,gaussian,7,0,8,2,5,0.042824170384371835,0.04282407176322698,1.4851449032377007e-07,3.4680062448557937e-06,8.030997226751042e-08,-9.195290474621104e-16,-9.19529047501601e-16,3.9490574130590156e-26
8,gaussian,7,2,21,1,5,0.09963599437521856,0.09963596660198994,7.657856368470384e-08,7.685833233752565e-07,3.199205122763771e-08,-2.6548407441187755e-17,-2.6548407854419426e-17,4.1323167038747773e-25
8,gaussian,8,0,9,1,5,0.12531980747941648,0.12531981379408466,5.4354344039553304e-08,4.3372506225443286e-07,2.156589399580142e-08,3.5608535700598654e-16,3.5608535695619517e-16,4.97913719195464e-26
8,gaussian,8,1,112,2,5,0.09200793094762248,0.09200790738309415,2.3564528328634538e-08,2.5611409892533243e-07,1.4031159310496753e-08,-6.530032615781173e-19,-6.530032653726652e-19,3.794547872896402e-27
8,gaussian,9,0,10,2,5,0.02090430846871033,0.02090425426572784,8.269107779415585e-08,3.955695445172379e-06,5.270277945107164e-08,-3.017991184454276e-16,-3.0179911846007213e-16,1.4644512452136016e-26
8,gaussian,9,2,23,1,5,0.11285161500223374,0.11285168876953174,1.8596473233545296e-07,1.6478684046566139e-06,9.476286802761331e-08,-1.2264767089028165e-16,-1.2264767033796246e-16,5.523191878534547e-25
8,gaussian,10,0,11,1,5,0.10537850851229416,0.10537849210040742,3.117818285491847e-08,2.958685152701797e-07,1.3421892434774074e-08,-1.6432599447717342e-16,-1.64325994527912e-16,5.073857199958724e-26
8,gaussian,10,1,119,2,5,0.09131302776692121,0.09131301544165461,1.232526659900035e-08,1.3497818329341683e-07,6.623342984441004e-09,-7.458228422182592e-19,-7.458228431590383e-19,9.40779125902752e-28
8,gaussian,11,0,12,2,5,0.006892649404799153,0.006892637490594709,1.592156533610639e-08,2.309934018263088e-06,1.1376636521886923e-08,-1.749328873530939e-17,-1.749328873384973e-17,1.4596607641071305e-27
8,gaussian,11,2,25,1,5,0.10236099450521605,0.10236102945492655,8.948605348391148e-08,8.742199444498123e-07,3.994303062750251e-08,1.3566741381206017e-16,1.3566741364325814e-16,1.6880203422100255e-25
8,gaussian,12,0,13,1,5,0.08218101797808627,0.08218101103157138,2.0988379104136534e-08,2.553920554955054e-07,8.213756506474943e-09,-6.96088161136168e-17,-6.960881610205435e-17,1.1562445221389167e-26
8,gaussian,12,1,124,2,5,0.07869427570441968,0.07869427162263837,4.081781315723454e-09,5.186884661159935e-08,1.9936224365747763e-09,-1.4513344850692566e-19,-1.4513345148057952e-19,2.9736538656529965e-27
8,gaussian,13,0,14,2,5,0.001141809933379867,0.0011418083491788313,1.584201058529855e-09,1.3874472556395334e-06,1.2529538278761474e-09,5.673701824208963e-19,5.673701823335465e-19,8.734978225570533e-29
8,gaussian,13,2,27,1,5,0.08218101103157144,0.0821810179780863,2.0988379159647685e-08,2.5539205617097943e-07,8.213756511363362e-09,4.8699380569861626e-17,4.869938053047559e-17,3.938603773469673e-26
8,gaussian,14,0,319,0,5,0.06302314235262094,0.06302314291203176,1.111409339560332e-09,1.7634939931695355e-08,5.799789916559034e-10,-2.3135779323815346e-18,-2.3135779305106897e-18,1.870844881303861e-27
8,gaussian,14,1,127,2,5,0.0630231423526209,0.06302314291203179,1.1114092979269685e-09,1.763493927109098e-08,5.799790094272701e-10,7.004605159944597e-20,7.004605161275909e-20,1.3313123148260444e-29
8,gaussian,15,0,16,1,5,0.06921645327987137,0.06921638642962018,6.685025119579358e-08,9.658144563618386e-07,3.9558297007857224e-08,3.250776217450845e-15,3.2507762175293317e-15,7.848653247360674e-26
8,gaussian,15,2,194,1,5,0.06677710937952716,0.06677710937952717,2.7755575615628914e-17,4.156450597147043e-16,1.8794973595304414e-17,-3.467535661303716e-24,-1.91381583081601e-24,1.5537198304877056e-24
8,gaussian,16,0,17,2,5,0.0737974832370121,0.07379756964667905,2.1787459490024697e-07,2.9523275081193884e-06,9.869383339760985e-08,5.3844893145809286e-14,5.3844893147932375e-14,2.123089753213897e-24
8,gaussian,16,2,28,1,5,0.015280292576373866,0.015280341888167391,7.158213807248112e-08,4.684590082890229e-06,3.355454439679006e-08,-1.465347306602047e-14,-1.46534730662961e-14,2.756311557278424e-25
