ndivs,state,element,face,neighbor_element,neighbor_face,n_face_points,max_abs_aM,max_abs_aP,max_abs_metric_mismatch,relative_metric_mismatch,weighted_l2_metric_mismatch,R_geo_face,I_direct_face,interface_formula_error
1,gaussian,0,0,1,1,5,0.6370660762661999,0.6504257291889796,0.030896237809313554,0.04750156155082962,0.022116273085077753,-1.7575933655526732e-20,-3.14460981668159e-20,1.3870164511289168e-20
1,gaussian,0,1,3,0,5,0.4756139949373741,0.4756139949373739,3.3306690738754696e-16,7.00288281953106e-16,2.5757308900239343e-16,-3.3789062592838574e-17,-3.9722869451038915e-17,5.9338068582003414e-18
1,gaussian,0,2,4,2,5,0.6370660762661997,0.6504257291889799,0.030896237809314275,0.04750156155083071,0.022116273085078023,0.0003065618613421795,0.00030656186134217777,1.734723475976807e-18
1,gaussian,1,0,2,1,5,1.2741321525323999,1.2741321525324005,6.661338147750939e-16,5.228137547986055e-16,4.552615086484714e-16,-4.7286335882596584e-27,-5.058809030939424e-27,3.3017544267976552e-28
1,gaussian,1,2,5,2,5,0.6504257291889799,0.6370660762661997,0.030896237809314275,0.04750156155083071,0.022116273085078023,1.1771864839452595e-12,1.1771864839452587e-12,8.077935669463161e-28
1,gaussian,2,0,3,1,5,0.6504257291889795,0.6370660762662002,0.030896237809314275,0.04750156155083074,0.022116273085077676,-3.928115292891818e-20,-2.932851579868015e-20,9.952637130238029e-21
1,gaussian,2,2,6,2,5,0.6504257291889797,0.6370660762661999,0.030896237809313595,0.04750156155082968,0.022116273085077645,-1.1771864839452236e-12,-1.1771864839452224e-12,1.2116903504194741e-27
1,gaussian,3,2,7,2,5,0.6370660762661999,0.6504257291889797,0.030896237809313595,0.04750156155082968,0.022116273085077645,-0.00030656186134219604,-0.00030656186134219864,2.6020852139652106e-18
1,gaussian,4,0,7,1,5,1.2741321525323999,1.2741321525324005,6.661338147750939e-16,5.228137547986055e-16,4.552615086484714e-16,4.1085810222882944e-17,3.5746544605316546e-17,5.339265617566398e-18
1,gaussian,4,1,5,0,5,0.6504257291889796,0.6370660762661999,0.030896237809313554,0.04750156155082962,0.022116273085077753,-7.093900933254765e-21,-8.682087709356578e-21,1.5881867761018131e-21
1,gaussian,5,1,6,0,5,0.4756139949373741,0.4756139949373739,3.3306690738754696e-16,7.00288281953106e-16,2.5757308900239343e-16,-8.036237589438991e-27,-9.272142363881081e-27,1.23590477444209e-27
1,gaussian,6,1,7,0,5,0.6370660762662002,0.6504257291889795,0.030896237809314275,0.04750156155083074,0.022116273085077673,1.461131834013668e-20,2.1705219273391446e-20,7.093900933254765e-21
